word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
numeration;10;49;55;30;2695;490
position;8;710;42;24;29820;5680
certaines;9;2701;44;27;118844;24309
numerations;11;2;61;33;122;22
nombres;7;586;38;21;22268;4102
x;1;1968;16;3;31488;1968
difficile;9;1033;36;27;37188;9297
additions;9;21;46;27;966;189
simplement;10;741;56;30;41496;7410
positionnelle;13;3;65;39;195;39
grands;6;2632;30;18;78960;15792
chaque;6;4001;29;18;116029;24006
inventer;8;73;46;24;3358;584
nouveau;7;2785;39;21;108615;19495
signe;5;554;28;15;15512;2770
tandis;6;926;33;18;30558;5556
soient;6;688;33;18;22704;4128
ecrits;6;333;32;18;10656;1998
binaire;7;83;33;21;2739;581
base;4;1373;21;12;28833;5492
troisieme;9;1310;50;27;65500;11790
ecoles;6;772;30;18;23160;4632
wallonnes;9;14;53;27;742;126
devenues;8;94;41;24;3854;752
lors;4;3644;23;12;83812;14576
edition;7;509;34;21;17306;3563
inscrites;9;31;49;27;1519;279
recu;4;586;26;12;15236;2344
label;5;137;22;15;3014;685
ecole;5;41;24;15;984;205
propre;6;921;34;18;31314;5526
veut;4;2329;30;12;69870;9316
dire;4;5243;20;12;104860;20972
asbl;4;6;26;12;156;24
decide;6;676;22;18;14872;4056
encourager;10;100;50;30;5000;1000
produire;8;621;42;24;26082;4968
nettoyer;8;84;48;24;4032;672
be;2;143;11;6;1573;286
wapp;4;1;38;12;38;4
agit;4;2050;21;12;43050;8200
wallonie;8;215;47;24;10105;1720
proprete;8;20;45;24;900;160
fost;4;1;26;12;26;4
chargee;7;186;33;21;6138;1302
collecte;8;76;39;24;2964;608
tri;3;48;21;9;1008;144
recyclage;9;19;49;27;931;171
emballages;10;21;45;30;945;210
menagers;8;15;41;24;615;120
comment;7;1762;35;21;61670;12334
devient;7;3965;36;21;142740;27755
participer;10;573;48;30;27504;5730
projet;6;1157;32;18;37024;6942
inscrire;8;119;44;24;5236;952
inscrivent;10;17;56;30;952;170
seront;6;1318;35;18;46130;7908
accompagnees;12;57;58;36;3306;684
afin;4;2886;21;12;60606;11544
gerer;5;167;37;15;6179;835
depart;6;865;32;18;27680;5190
ecole;5;2132;24;15;51168;10660
doit;4;4141;18;12;74538;16564
point;5;2188;26;15;56888;10940
produit;7;1440;37;21;53280;10080
eleves;6;1205;36;18;43380;7230
trient;6;2;38;18;76;12
cour;4;937;21;12;19677;3748
toujours;8;3200;49;24;156800;25600
analysee;8;3;42;24;126;24
choisir;7;410;34;21;13940;2870
quoi;4;946;23;12;21758;3784
concentrer;10;80;49;30;3920;800
ses;3;15661;20;9;313220;46983
actions;7;505;35;21;17675;3535
durant;6;2057;29;18;59653;12342
garder;6;387;29;18;11223;2322
alentours;9;199;50;27;9950;1791
probleme;8;946;40;24;37840;7568
identifie;9;64;43;27;2752;576
place;5;3539;22;15;77858;17695
generalement;12;1972;61;36;120292;23664
organiser;9;362;48;27;17376;3258
activites;9;783;46;27;36018;7047
impliquer;9;16;54;27;864;144
classes;7;426;38;21;16188;2982
fin;3;4441;14;9;62174;13323
but;3;1691;19;9;32129;5073
sera;4;3114;23;12;71622;12456
pu;2;1084;13;6;14092;2168
resolu;6;45;41;18;1845;270
demander;8;541;35;24;18935;4328
obtenir;7;841;36;21;30276;5887
quelles;7;265;38;21;10070;1855
consequences;12;339;70;36;23730;4068
parvient;8;598;43;24;25714;4784
idee;4;1263;19;12;23997;5052
expliquer;9;366;52;27;19032;3294
general;7;2495;35;21;87325;17465
animations;10;64;48;30;3072;640
amusantes;9;11;49;27;539;99
organisees;10;172;54;30;9288;1720
apprendre;9;548;50;27;27400;4932
facon;5;1123;21;15;23583;5615
dr;2;315;10;6;3150;630
as;2;1378;14;6;19292;2756
participe;9;370;42;27;15540;3330
telles;6;332;36;18;11952;1992
pexels;6;71;40;18;2840;426
square;6;41;40;18;1640;246
grimmaud;8;2;46;24;92;16
quartier;8;732;45;24;32940;5856
ordre;5;1778;27;15;48006;8890
phenix;6;51;36;18;1836;306
saga;4;340;21;12;7140;1360
harry;5;930;30;15;27900;4650
potter;6;598;38;18;22724;3588
famille;7;3687;33;21;121671;25809
sirius;6;87;50;18;4350;522
black;5;349;22;15;7678;1745
frere;5;1398;28;15;39144;6990
regulus;7;6;47;21;282;42
elfe;4;105;23;12;2415;420
kreattur;8;1;56;24;56;8
appartiendra;12;2;64;36;128;24
tard;4;2312;24;12;55488;9248
apparait;8;166;45;24;7470;1328
tome;4;397;26;12;10322;1588
multitude;9;119;50;27;5950;1071
demeure;7;181;33;21;5973;1267
appartenu;9;48;54;27;2592;432
pendant;7;6537;32;21;209184;45759
lieu;4;4206;21;12;88326;16824
magie;5;236;23;15;5428;1180
noire;5;776;28;15;21728;3880
habitants;9;3290;44;27;144760;29610
adorant;7;4;41;21;164;28
puis;4;6508;23;12;149684;26032
devint;6;348;32;18;11136;2088
blanche;7;740;31;21;22940;5180
trouve;6;4133;37;18;152921;24798
tapisserie;10;35;60;30;2100;350
representant;12;438;75;36;32850;5256
arbre;5;650;29;15;18850;3250
genealogique;12;17;60;36;1020;204
decore;6;107;30;18;3210;642
couleurs;8;883;43;24;37969;7064
serpentard;10;64;62;30;3968;640
devise;6;87;31;18;2697;522
pur;3;125;20;9;2500;375
maugrey;7;10;43;21;430;70
fol;3;13;17;9;221;39
sorts;5;27;33;15;891;135
protection;10;704;52;30;36608;7040
sort;4;962;27;12;25974;3848
blocklang;9;1;42;27;42;9
jeunes;6;1876;34;18;63784;11256
marche;6;495;26;18;12870;2970
climat;6;1033;30;18;30990;6198
bruxelles;9;604;48;27;28992;5436
fini;4;319;18;12;5742;1276
dernier;7;2256;34;21;76704;15792
deuxieme;8;1801;39;24;70239;14408
consecutive;11;34;58;33;1972;374
milliers;8;633;42;24;26586;5064
defile;6;47;28;18;1316;282
rues;4;321;31;12;9951;1284
nee;3;850;18;9;15300;2550
janvier;7;2682;37;21;99234;18774
manifestation;13;157;61;39;9577;2041
faveur;6;346;31;18;10726;2076
etaient;7;4244;36;21;152784;29708
comptent;8;117;42;24;4914;936
arreter;7;436;45;21;19620;3052
la;2;2559;8;6;20472;5118
puisqu;6;546;36;18;19656;3276
prevoient;9;32;49;27;1568;288
jeudis;6;12;34;18;408;72
jusqu;5;5599;34;15;190366;27995
prochaines;10;72;46;30;3312;720
elections;9;895;44;27;39380;8055
auront;6;295;38;18;11210;1770
mai;3;2914;13;9;37882;8742
flamands;8;79;36;24;2844;632
secondaire;10;326;50;30;16300;3260
cependant;9;3018;43;27;129774;27162
derniere;8;1253;39;24;48867;10024
