word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
nuit;4;1246;25;8;31150;4984;;
religion;8;1241;27;14;33507;9928;;
saison;6;1241;24;14;29784;7446;;
utilise;7;1240;10;5;12400;8680;;
presque;7;1240;14;8;17360;8680;;
rapport;7;1239;26;11;32214;8673;;
public;6;1238;21;11;25998;7428;;
japon;5;1238;23;11;28474;6190;;
interieur;9;1238;50;27;61900;11142;;
peuple;6;1237;23;14;28451;7422;;
regime;6;1237;32;18;39584;7422;;
maniere;7;1233;36;21;44388;8631;;
arrive;6;1231;18;8;22158;7386;;
reine;5;1229;28;11;34412;6145;;
super;5;1228;18;8;22104;6140;;
sert;4;1227;20;12;24540;4908;;
passer;6;1222;23;14;28106;7332;;
naissance;9;1222;24;11;29328;10998;;
pris;4;1221;15;11;18315;4884;;
plein;5;1213;15;8;18195;6065;;
politiques;10;1211;24;17;29064;12110;;
droits;6;1207;20;11;24140;7242;;
eleves;6;1205;31;18;37355;7230;;
pape;4;1197;21;12;25137;4788;;
xixe;4;1193;30;11;35790;4772;;
simple;6;1192;23;11;27416;7152;;
tant;4;1191;18;8;21438;4764;;
asie;4;1186;25;11;29650;4744;;
latin;5;1185;16;11;18960;5925;;
surface;7;1185;29;14;34365;8295;;
autriche;8;1184;30;14;35520;9472;;
education;9;1183;27;11;31941;10647;;
europeenne;10;1181;31;17;36611;11810;;
nouveaux;8;1180;32;14;37760;9440;;
philippe;8;1180;14;8;16520;9440;;
regne;5;1180;34;15;40120;5900;;
sens;4;1178;22;11;25916;4712;;
noir;4;1172;23;11;26956;4688;;
points;6;1171;18;11;21078;7026;;
utiliser;8;1170;19;8;22230;9360;;
celles;6;1168;21;14;24528;7008;;
service;7;1166;21;14;24486;8162;;
memes;5;1164;27;15;31428;5820;;
uni;3;1162;14;9;16268;3486;;
iles;4;1162;23;11;26726;4648;;
situation;9;1161;21;11;24381;10449;;
construction;12;1161;37;26;42957;13932;;
petites;7;1159;30;20;34770;8113;;
projet;6;1157;19;14;21983;6942;;
gros;4;1156;22;8;25432;4624;;
signifie;8;1151;24;11;27624;9208;;
photo;5;1150;18;11;20700;5750;;
henri;5;1147;18;5;20646;5735;;
vite;4;1146;20;8;22920;4584;;
action;6;1145;21;11;24045;6870;;
displaystyle;12;1139;21;14;23919;13668;;
gauche;6;1135;27;11;30645;6810;;
blanc;5;1132;29;14;32828;5660;;
catholique;10;1129;22;11;24838;11290;;
russe;5;1125;29;11;32625;5625;;
musee;5;1124;27;11;30348;5620;;
facon;5;1123;26;15;29198;5615;;
americain;9;1123;38;27;42674;10107;;
club;4;1123;20;11;22460;4492;;
compose;7;1117;22;14;24574;7819;;
rencontre;9;1112;28;14;31136;10008;;
production;10;1112;24;14;26688;11120;;
date;4;1109;17;11;18853;4436;;
rendre;6;1109;29;14;32161;6654;;
conditions;10;1109;25;17;27725;11090;;
decide;6;1109;21;18;23289;6654;;
retour;6;1108;24;11;26592;6648;;
choses;6;1106;22;14;24332;6636;;
vivre;5;1105;29;11;32045;5525;;
semaine;7;1101;19;11;20919;7707;;
coupe;5;1099;24;14;26376;5495;;
objets;6;1098;26;11;28548;6588;;
fort;4;1096;15;8;16440;4384;;
construit;9;1093;22;14;24046;9837;;
cm;2;1092;19;6;20748;2184;;
allemands;9;1091;28;17;30548;9819;;
terme;5;1084;24;14;26016;5420;;
pu;2;1084;10;6;10840;2168;;
personnage;10;1078;21;14;22638;10780;;
grec;4;1078;23;12;24794;4312;;
culture;7;1078;22;11;23716;7546;;
creation;8;1077;25;14;26925;8616;;
main;4;1075;21;12;22575;4300;;
appeles;7;1073;40;21;42920;7511;;
voit;4;1067;24;12;25608;4268;;
ancienne;8;1063;19;11;20197;8504;;
genre;5;1063;20;8;21260;5315;;
economique;10;1061;44;30;46684;10610;;
romaine;7;1061;34;17;36074;7427;;
aucun;5;1060;22;8;23320;5300;;
forment;7;1060;30;17;31800;7420;;
permettent;10;1057;25;17;26425;10570;;
troupes;7;1056;29;17;30624;7392;;
juste;5;1056;21;8;22176;5280;;
zone;4;1055;23;8;24265;4220;;
mise;4;1055;24;11;25320;4220;;
printemps;9;1051;24;17;25224;9459;;
vitesse;7;1050;26;11;27300;7350;;
majorite;8;1047;28;14;29316;8376;;
vue;3;1047;22;8;23034;3141;;
desormais;9;1043;43;27;44849;9387;;
six;3;1042;16;8;16672;3126;;
elu;3;1041;16;9;16656;3123;;
national;8;1040;29;14;30160;8320;;
vraiment;8;1038;19;5;19722;8304;;
pense;5;1036;18;11;18648;5180;;
actuellement;12;1035;16;8;16560;12420;;
difficile;9;1033;18;11;18594;9297;;
climat;6;1033;25;14;25825;6198;;
classe;6;1033;24;14;24792;6198;;
feu;3;1032;20;8;20640;3096;;
objet;5;1030;20;8;20600;5150;;
idees;5;1030;32;15;32960;5150;;
haute;5;1029;28;11;28812;5145;;
lyon;4;1029;14;8;14406;4116;;
pourrait;8;1027;25;17;25675;8216;;
retrouve;8;1026;39;24;40014;8208;;
coup;4;1025;20;12;20500;4100;;
recherche;9;1023;23;11;23529;9207;;
langues;7;1020;22;14;22440;7140;;
toi;3;1020;21;8;21420;3060;;
v;1;1020;12;3;12240;1020;;
assemblee;9;1019;28;14;28532;9171;;
mots;4;1018;24;12;24432;4072;;
accord;6;1015;25;14;25375;6090;;
eviter;6;1015;37;18;37555;6090;;
aime;4;1013;21;11;21273;4052;;
oiseaux;7;1011;15;8;15165;7077;;
image;5;1010;26;11;26260;5050;;
peux;4;1010;21;12;21210;4040;;
finalement;10;1007;10;5;10070;10070;;
devenu;6;1005;19;11;19095;6030;;
planete;7;1004;27;21;27108;7028;;
version;7;1004;29;14;29116;7028;;
maladie;7;1001;24;11;24024;7007;;
developpement;13;999;56;39;55944;12987;;
carriere;8;999;30;17;29970;7992;;
ocean;5;998;24;11;23952;4990;;
courant;7;997;22;11;21934;6979;;
lois;4;996;15;11;14940;3984;;
terres;6;996;29;17;28884;5976;;
tel;3;995;18;8;17910;2985;;
livres;6;993;25;11;24825;5958;;
gaz;3;992;24;9;23808;2976;;
pratique;8;991;17;11;16847;7928;;
