word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
train ,6,1,10,13,23,6,6,12,10,13,23,6,,,
trains ,7,1,13,15,28,7,7,14,13,15,28,7,,,
transaction ,12,1,25,24,49,12,12,24,25,24,49,12,,,
transit ,8,1,15,16,31,8,8,16,15,16,31,8,,,
travel ,7,1,9,22,31,7,7,14,9,22,31,7,,,
treasure ,9,1,12,25,37,9,9,18,12,25,37,9,,,
treasurer ,10,1,13,29,42,10,10,20,13,29,42,10,,,
treasury ,9,1,14,27,41,9,9,18,14,27,41,9,,,
treat ,6,1,8,12,20,6,6,12,8,12,20,6,,,
tree ,5,1,6,10,16,5,5,10,6,10,16,5,,,
tried ,6,1,8,16,24,6,6,12,8,16,24,6,,,
triple ,7,1,13,18,31,7,7,14,13,18,31,7,,,
trouble ,8,1,16,21,37,8,8,16,16,21,37,8,,,
trucks ,7,1,14,22,36,7,7,14,14,22,36,7,,,
tumor ,6,1,12,15,27,6,6,12,12,15,27,6,,,
turfed ,7,1,10,22,32,7,7,14,10,22,32,7,,,
turn ,5,1,8,13,21,5,5,10,8,13,21,5,,,
turtleneck ,11,1,20,30,50,11,11,22,20,30,50,11,,,
unacceptable ,13,1,31,31,62,13,13,26,31,31,62,13,,,
unavailable ,12,1,22,38,60,12,12,24,22,38,60,12,,,
understood ,11,1,18,31,49,11,11,22,18,31,49,11,,,
underwent ,10,1,19,25,44,10,10,20,19,25,44,10,,,
unfortunate ,12,1,21,31,52,12,12,24,21,31,52,12,,,
unicycle ,9,1,21,25,46,9,9,18,21,25,46,9,,,
union ,6,1,12,14,26,6,6,12,12,14,26,6,,,
unions ,7,1,15,16,31,7,7,14,15,16,31,7,,,
universally ,12,1,21,41,62,12,12,24,21,41,62,12,,,
universities ,13,1,23,37,60,13,13,26,23,37,60,13,,,
until ,6,1,11,16,27,6,6,12,11,16,27,6,,,
use ,4,1,6,11,17,4,4,8,6,11,17,4,,,
user ,5,1,7,15,22,5,5,10,7,15,22,5,,,
usually ,8,1,14,30,44,8,8,16,14,30,44,8,,,
valid ,6,1,8,23,31,6,6,12,8,23,31,6,,,
validated ,10,1,13,34,47,10,10,20,13,34,47,10,,,
valium ,7,1,13,25,38,7,7,14,13,25,38,7,,,
vanilla ,8,1,13,26,39,8,8,16,13,26,39,8,,,
ventilation ,12,1,22,29,51,12,12,24,22,29,51,12,,,
verbs ,6,1,13,17,30,6,6,12,13,17,30,6,,,
victims ,8,1,20,20,40,8,8,16,20,20,40,8,,,
video ,6,1,8,20,28,6,6,12,8,20,28,6,,,
visited ,8,1,13,24,37,8,8,16,13,24,37,8,,,
voice ,6,1,11,17,28,6,6,12,11,17,28,6,,,
vote ,5,1,7,13,20,5,5,10,7,13,20,5,,,
voters ,7,1,11,19,30,7,7,14,11,19,30,7,,,
wallet ,7,1,14,17,31,7,7,14,14,17,31,7,,,
war ,4,1,8,10,18,4,4,8,8,10,18,4,,,
warranty ,9,1,18,23,41,9,9,18,18,23,41,9,,,
waves ,6,1,12,17,29,6,6,12,12,17,29,6,,,
wear ,5,1,9,12,21,5,5,10,9,12,21,5,,,
web ,4,1,13,6,19,4,4,8,13,6,19,4,,,
week ,5,1,10,13,23,5,5,10,10,13,23,5,,,
weekends ,9,1,18,23,41,9,9,18,18,23,41,9,,,
weeping ,8,1,19,19,38,8,8,16,19,19,38,8,,,
well ,5,1,11,13,24,5,5,10,11,13,24,5,,,
went ,5,1,12,7,19,5,5,10,12,7,19,5,,,
while ,6,1,15,13,28,6,6,12,15,13,28,6,,,
whole ,6,1,15,12,27,6,6,12,15,12,27,6,,,
why ,4,1,13,8,21,4,4,8,13,8,21,4,,,
wider ,6,1,11,17,28,6,6,12,11,17,28,6,,,
willows ,8,1,22,20,42,8,8,16,22,20,42,8,,,
windy ,6,1,15,16,31,6,6,12,15,16,31,6,,,
winner ,7,1,16,14,30,7,7,14,16,14,30,7,,,
winners ,8,1,19,16,35,8,8,16,19,16,35,8,,,
winter ,7,1,15,14,29,7,7,14,15,14,29,7,,,
wisdom ,7,1,19,16,35,7,7,14,19,16,35,7,,,
wishful ,8,1,21,22,43,8,8,16,21,22,43,8,,,
withdrawal ,11,1,25,29,54,11,11,22,25,29,54,11,,,
witnesses ,10,1,24,18,42,10,10,20,24,18,42,10,,,
women ,6,1,17,9,26,6,6,12,17,9,26,6,,,
wonderful ,10,1,20,30,50,10,10,20,20,30,50,10,,,
wore ,5,1,10,11,21,5,5,10,10,11,21,5,,,
working ,8,1,18,24,42,8,8,16,18,24,42,8,,,
worm ,5,1,14,10,24,5,5,10,14,10,24,5,,,
worry ,6,1,13,17,30,6,6,12,13,17,30,6,,,
worth ,6,1,15,11,26,6,6,12,15,11,26,6,,,
writing ,8,1,18,20,38,8,8,16,18,20,38,8,,,
wrote ,6,1,12,12,24,6,6,12,12,12,24,6,,,
yap ,4,1,9,11,20,4,4,8,9,11,20,4,,,
year ,5,1,7,14,21,5,5,10,7,14,21,5,,,
years ,6,1,10,16,26,6,6,12,10,16,26,6,,,
yes ,4,1,8,9,17,4,4,8,8,9,17,4,,,
yet ,4,1,7,8,15,4,4,8,7,8,15,4,,,
young ,6,1,12,19,31,6,6,12,12,19,31,6,,,
zoom ,5,1,16,8,24,5,5,10,16,8,24,5,,,
