word;Nb_char (C_w);Freq (F_w);Nb_scan_block (S_w_b);Nb_scan_key (S_w_k);Nb_scan (S_w);Nb_act_block;Nb_act_key;Nb_act;S_w_b x F_w;S_w_k x F_w;S_w x F_w;C_w x F_w
mouvement ;10;1548;20;48;68;10;10;20;30960;74304;105264;15480
tes ;4;1546;8;12;20;4;4;8;12368;18552;30920;6184
seule ;6;1543;11;23;34;6;6;12;16973;35489;52462;9258
departement ;12;1543;21;52;73;12;12;24;32403;80236;112639;18516
couleur ;8;1539;16;31;47;8;8;16;24624;47709;72333;12312
ministre ;9;1533;19;26;45;9;9;18;29127;39858;68985;13797
ligne ;6;1530;9;26;35;6;6;12;13770;39780;53550;9180
devant ;7;1516;12;28;40;7;7;14;18192;42448;60640;10612
romain ;7;1513;13;23;36;7;7;14;19669;34799;54468;10591
succes ;7;1507;13;23;36;7;7;14;19591;34661;54252;10549
mieux ;6;1505;12;24;36;6;6;12;18060;36120;54180;9030
militaire ;10;1503;19;25;44;10;10;20;28557;37575;66132;15030
creer ;6;1501;10;19;29;6;6;12;15010;28519;43529;9006
moi ;4;1495;7;14;21;4;4;8;10465;20930;31395;5980
bonne ;6;1488;9;29;38;6;6;12;13392;43152;56544;8928
mis ;4;1487;8;9;17;4;4;8;11896;13383;25279;5948
chine ;6;1487;8;27;35;6;6;12;11896;40149;52045;8922
abord ;6;1486;9;19;28;6;6;12;13374;28234;41608;8916
savoir ;7;1484;15;19;34;7;7;14;22260;28196;50456;10388
mesure ;7;1482;14;25;39;7;7;14;20748;37050;57798;10374
taille ;7;1481;12;21;33;7;7;14;17772;31101;48873;10367
serait ;7;1481;14;16;30;7;7;14;20734;23696;44430;10367
air ;4;1477;7;5;12;4;4;8;10339;7385;17724;5908
situe ;6;1475;13;17;30;6;6;12;19175;25075;44250;8850
ni ;3;1475;5;8;13;3;3;6;7375;11800;19175;4425
nos ;4;1475;8;16;24;4;4;8;11800;23600;35400;5900
bataille ;9;1475;14;26;40;9;9;18;20650;38350;59000;13275
malgre ;7;1474;11;27;38;7;7;14;16214;39798;56012;10318
milieu ;7;1469;13;22;35;7;7;14;19097;32318;51415;10283
met ;4;1457;7;15;22;4;4;8;10199;21855;32054;5828
raison ;7;1455;14;20;34;7;7;14;20370;29100;49470;10185
mal ;4;1455;6;12;18;4;4;8;8730;17460;26190;5820
donner ;7;1447;12;32;44;7;7;14;17364;46304;63668;10129
union ;6;1446;12;25;37;6;6;12;17352;36150;53502;8676
enfant ;7;1441;11;31;42;7;7;14;15851;44671;60522;10087
produit ;8;1440;17;30;47;8;8;16;24480;43200;67680;11520
animal ;7;1440;11;21;32;7;7;14;15840;30240;46080;10080
trouver ;8;1435;19;28;47;8;8;16;27265;40180;67445;11480
sol ;4;1432;8;14;22;4;4;8;11456;20048;31504;5728
theatre ;8;1429;14;31;45;8;8;16;20006;44299;64305;11432
aller ;6;1429;10;18;28;6;6;12;14290;25722;40012;8574
rien ;5;1428;9;15;24;5;5;10;12852;21420;34272;7140
type ;5;1422;10;26;36;5;5;10;14220;36972;51192;7110
maison ;7;1420;13;24;37;7;7;14;18460;34080;52540;9940
livre ;6;1420;12;18;30;6;6;12;17040;25560;42600;8520
ma ;3;1407;4;8;12;3;3;6;5628;11256;16884;4221
energie ;8;1406;12;35;47;8;8;16;16872;49210;66082;11248
vu ;3;1405;7;10;17;3;3;6;9835;14050;23885;4215
soldats ;8;1403;16;26;42;8;8;16;22448;36478;58926;11224
palais ;7;1403;12;20;32;7;7;14;16836;28060;44896;9821
napoleon ;9;1401;15;47;62;9;9;18;21015;65847;86862;12609
frere ;6;1398;10;22;32;6;6;12;13980;30756;44736;8388
commune ;8;1391;14;38;52;8;8;16;19474;52858;72332;11128
importante ;11;1389;22;43;65;11;11;22;30558;59727;90285;15279
espace ;7;1386;10;29;39;7;7;14;13860;40194;54054;9702
celebre ;8;1382;11;31;42;8;8;16;15202;42842;58044;11056
loi ;4;1381;7;13;20;4;4;8;9667;17953;27620;5524
chateau ;8;1380;12;31;43;8;8;16;16560;42780;59340;11040
as ;3;1378;5;5;10;3;3;6;6890;6890;13780;4134
base ;5;1373;7;14;21;5;5;10;9611;19222;28833;6865
meurt ;6;1373;13;20;33;6;6;12;17849;27460;45309;8238
parle ;6;1367;10;22;32;6;6;12;13670;30074;43744;8202
gens ;5;1366;8;23;31;5;5;10;10928;31418;42346;6830
art ;4;1365;8;7;15;4;4;8;10920;9555;20475;5460
plut ;5;1362;11;20;31;5;5;10;14982;27240;42222;6810
marie ;6;1352;10;16;26;6;6;12;13520;21632;35152;8112
films ;6;1348;11;20;31;6;6;12;14828;26960;41788;8088
argent ;7;1343;12;27;39;7;7;14;16116;36261;52377;9401
droite ;7;1342;13;24;37;7;7;14;17446;32208;49654;9394
mes ;4;1342;7;14;21;4;4;8;9394;18788;28182;5368
ados ;5;1341;8;17;25;5;5;10;10728;22797;33525;6705
ici ;4;1341;6;7;13;4;4;8;8046;9387;17433;5364
devenir ;8;1339;14;31;45;8;8;16;18746;41509;60255;10712
chose ;6;1332;9;29;38;6;6;12;11988;38628;50616;7992
besoin ;7;1330;12;26;38;7;7;14;15960;34580;50540;9310
appelee ;8;1327;11;41;52;8;8;16;14597;54407;69004;10616
principalement ;15;1325;27;62;89;15;15;30;35775;82150;117925;19875
romains ;8;1322;16;25;41;8;8;16;21152;33050;54202;10576
longtemps ;10;1318;19;50;69;10;10;20;25042;65900;90942;13180
seront ;7;1318;15;26;41;7;7;14;19770;34268;54038;9226
coree ;6;1315;9;25;34;6;6;12;11835;32875;44710;7890
scientifique ;13;1315;24;51;75;13;13;26;31560;67065;98625;17095
espece ;7;1314;10;33;43;7;7;14;13140;43362;56502;9198
heures ;7;1313;13;29;42;7;7;14;17069;38077;55146;9191
laquelle ;9;1310;15;40;55;9;9;18;19650;52400;72050;11790
troisieme ;10;1310;20;33;53;10;10;20;26200;43230;69430;13100
uvre ;5;1310;11;17;28;5;5;10;14410;22270;36680;6550
rapidement ;11;1307;19;44;63;11;11;22;24833;57508;82341;14377
enfin ;6;1303;9;27;36;6;6;12;11727;35181;46908;7818
force ;6;1302;9;26;35;6;6;12;11718;33852;45570;7812
conseil ;8;1301;14;31;45;8;8;16;18214;40331;58545;10408
proche ;7;1300;11;36;47;7;7;14;14300;46800;61100;9100
duc ;4;1299;6;14;20;4;4;8;7794;18186;25980;5196
nomme ;6;1297;10;30;40;6;6;12;12970;38910;51880;7782
produits ;9;1296;20;32;52;9;9;18;25920;41472;67392;11664
vivent ;7;1294;15;27;42;7;7;14;19410;34938;54348;9058
societe ;8;1293;14;30;44;8;8;16;18102;38790;56892;10344
ton ;4;1287;8;17;25;4;4;8;10296;21879;32175;5148
texte ;6;1286;12;26;38;6;6;12;15432;33436;48868;7716
nationale ;10;1279;17;38;55;10;10;20;21743;48602;70345;12790
presente ;9;1277;17;39;56;9;9;18;21709;49803;71512;11493
plantes ;8;1275;15;32;47;8;8;16;19125;40800;59925;10200
vote ;5;1270;10;22;32;5;5;10;12700;27940;40640;6350
er ;3;1267;5;8;13;3;3;6;6335;10136;16471;3801
idee ;5;1263;6;19;25;5;5;10;7578;23997;31575;6315
allemand ;9;1257;13;35;48;9;9;18;16341;43995;60336;11313
parler ;7;1255;13;23;36;7;7;14;16315;28865;45180;8785
derniere ;9;1253;15;33;48;9;9;18;18795;41349;60144;11277
nouvelles ;10;1253;20;45;65;10;10;20;25060;56385;81445;12530
dessus ;7;1252;15;22;37;7;7;14;18780;27544;46324;8764
nuit ;5;1246;11;15;26;5;5;10;13706;18690;32396;6230
religion ;9;1241;16;35;51;9;9;18;19856;43435;63291;11169
saison ;7;1241;14;21;35;7;7;14;17374;26061;43435;8687
utilise ;8;1240;17;22;39;8;8;16;21080;27280;48360;9920
presque ;8;1240;16;37;53;8;8;16;19840;45880;65720;9920
rapport ;8;1239;17;31;48;8;8;16;21063;38409;59472;9912
public ;7;1238;12;25;37;7;7;14;14856;30950;45806;8666
japon ;6;1238;10;26;36;6;6;12;12380;32188;44568;7428
interieur ;10;1238;21;30;51;10;10;20;25998;37140;63138;12380
peuple ;7;1237;12;37;49;7;7;14;14844;45769;60613;8659
regime ;7;1237;11;28;39;7;7;14;13607;34636;48243;8659
maniere ;8;1233;13;28;41;8;8;16;16029;34524;50553;9864
arrive ;7;1231;14;17;31;7;7;14;17234;20927;38161;8617
reine ;6;1229;10;21;31;6;6;12;12290;25809;38099;7374
super ;6;1228;13;22;35;6;6;12;15964;27016;42980;7368
sert ;5;1227;11;13;24;5;5;10;13497;15951;29448;6135
passer ;7;1222;14;22;36;7;7;14;17108;26884;43992;8554
naissance ;10;1222;17;32;49;10;10;20;20774;39104;59878;12220
pris ;5;1221;11;13;24;5;5;10;13431;15873;29304;6105
plein ;6;1213;10;26;36;6;6;12;12130;31538;43668;7278
politiques ;11;1211;23;46;69;11;11;22;27853;55706;83559;13321
droits ;7;1207;15;20;35;7;7;14;18105;24140;42245;8449
eleves ;7;1205;12;30;42;7;7;14;14460;36150;50610;8435
pape ;5;1197;7;25;32;5;5;10;8379;29925;38304;5985
xixe ;5;1193;10;22;32;5;5;10;11930;26246;38176;5965
simple ;7;1192;13;27;40;7;7;14;15496;32184;47680;8344
tant ;5;1191;10;15;25;5;5;10;11910;17865;29775;5955
asie ;5;1186;8;12;20;5;5;10;9488;14232;23720;5930
latin ;6;1185;11;17;28;6;6;12;13035;20145;33180;7110
surface ;8;1185;14;27;41;8;8;16;16590;31995;48585;9480
autriche ;9;1184;16;31;47;9;9;18;18944;36704;55648;10656
education ;10;1183;17;39;56;10;10;20;20111;46137;66248;11830
europeenne ;11;1181;19;57;76;11;11;22;22439;67317;89756;12991
nouveaux ;9;1180;19;42;61;9;9;18;22420;49560;71980;10620
philippe ;9;1180;15;46;61;9;9;18;17700;54280;71980;10620
regne ;6;1180;9;28;37;6;6;12;10620;33040;43660;7080
sens ;5;1178;10;17;27;5;5;10;11780;20026;31806;5890
noir ;5;1172;10;16;26;5;5;10;11720;18752;30472;5860
points ;7;1171;15;28;43;7;7;14;17565;32788;50353;8197
utiliser ;9;1170;20;23;43;9;9;18;23400;26910;50310;10530
celles ;7;1168;11;27;38;7;7;14;12848;31536;44384;8176
service ;8;1166;15;26;41;8;8;16;17490;30316;47806;9328
memes ;6;1164;10;25;35;6;6;12;11640;29100;40740;6984
uni ;4;1162;8;12;20;4;4;8;9296;13944;23240;4648
iles ;5;1162;9;14;23;5;5;10;10458;16268;26726;5810
situation ;10;1161;22;30;52;10;10;20;25542;34830;60372;11610
construction ;13;1161;28;49;77;13;13;26;32508;56889;89397;15093
petites ;8;1159;16;30;46;8;8;16;18544;34770;53314;9272
projet ;7;1157;14;28;42;7;7;14;16198;32396;48594;8099
gros ;5;1156;10;19;29;5;5;10;11560;21964;33524;5780
signifie ;9;1151;15;33;48;9;9;18;17265;37983;55248;10359
photo ;6;1150;11;35;46;6;6;12;12650;40250;52900;6900
henri ;6;1147;10;24;34;6;6;12;11470;27528;38998;6882
vite ;5;1146;10;16;26;5;5;10;11460;18336;29796;5730
action ;7;1145;12;24;36;7;7;14;13740;27480;41220;8015
displaystyle ;13;1139;27;54;81;13;13;26;30753;61506;92259;14807
gauche ;7;1135;9;34;43;7;7;14;10215;38590;48805;7945
blanc ;6;1132;8;20;28;6;6;12;9056;22640;31696;6792
catholique ;11;1129;19;50;69;11;11;22;21451;56450;77901;12419
russe ;6;1125;14;16;30;6;6;12;15750;18000;33750;6750
musee ;6;1124;11;24;35;6;6;12;12364;26976;39340;6744
facon ;6;1123;8;27;35;6;6;12;8984;30321;39305;6738
americain ;10;1123;16;29;45;10;10;20;17968;32567;50535;11230
club ;5;1123;8;16;24;5;5;10;8984;17968;26952;5615
compose ;8;1117;14;40;54;8;8;16;15638;44680;60318;8936
rencontre ;10;1112;19;41;60;10;10;20;21128;45592;66720;11120
production ;11;1112;22;47;69;11;11;22;24464;52264;76728;12232
date ;5;1109;7;17;24;5;5;10;7763;18853;26616;5545
rendre ;7;1109;12;26;38;7;7;14;13308;28834;42142;7763
conditions ;11;1109;21;43;64;11;11;22;23289;47687;70976;12199
decide ;7;1109;8;28;36;7;7;14;8872;31052;39924;7763
retour ;7;1108;16;23;39;7;7;14;17728;25484;43212;7756
choses ;7;1106;12;31;43;7;7;14;13272;34286;47558;7742
vivre ;6;1105;13;19;32;6;6;12;14365;20995;35360;6630
semaine ;8;1101;13;29;42;8;8;16;14313;31929;46242;8808
coupe ;6;1099;10;30;40;6;6;12;10990;32970;43960;6594
objets ;7;1098;13;24;37;7;7;14;14274;26352;40626;7686
fort ;5;1096;10;19;29;5;5;10;10960;20824;31784;5480
construit ;10;1093;23;32;55;10;10;20;25139;34976;60115;10930
cm ;3;1092;4;10;14;3;3;6;4368;10920;15288;3276
allemands ;10;1091;16;37;53;10;10;20;17456;40367;57823;10910
terme ;6;1084;11;22;33;6;6;12;11924;23848;35772;6504
pu ;3;1084;6;13;19;3;3;6;6504;14092;20596;3252
personnage ;11;1078;19;53;72;11;11;22;20482;57134;77616;11858
grec ;5;1078;7;20;27;5;5;10;7546;21560;29106;5390
culture ;8;1078;17;27;44;8;8;16;18326;29106;47432;8624
creation ;9;1077;16;31;47;9;9;18;17232;33387;50619;9693
main ;5;1075;8;15;23;5;5;10;8600;16125;24725;5375
appeles ;8;1073;13;37;50;8;8;16;13949;39701;53650;8584
voit ;5;1067;11;17;28;5;5;10;11737;18139;29876;5335
ancienne ;9;1063;13;38;51;9;9;18;13819;40394;54213;9567
genre ;6;1063;9;28;37;6;6;12;9567;29764;39331;6378
economique ;11;1061;19;56;75;11;11;22;20159;59416;79575;11671
romaine ;8;1061;14;29;43;8;8;16;14854;30769;45623;8488
aucun ;6;1060;11;21;32;6;6;12;11660;22260;33920;6360
forment ;8;1060;15;36;51;8;8;16;15900;38160;54060;8480
permettent ;11;1057;22;48;70;11;11;22;23254;50736;73990;11627
troupes ;8;1056;18;32;50;8;8;16;19008;33792;52800;8448
juste ;6;1056;13;18;31;6;6;12;13728;19008;32736;6336
zone ;5;1055;9;29;38;5;5;10;9495;30595;40090;5275
mise ;5;1055;9;15;24;5;5;10;9495;15825;25320;5275
printemps ;10;1051;21;41;62;10;10;20;22071;43091;65162;10510
vitesse ;8;1050;17;26;43;8;8;16;17850;27300;45150;8400
majorite ;9;1047;17;28;45;9;9;18;17799;29316;47115;9423
vue ;4;1047;8;16;24;4;4;8;8376;16752;25128;4188
desormais ;10;1043;19;32;51;10;10;20;19817;33376;53193;10430
six ;4;1042;9;11;20;4;4;8;9378;11462;20840;4168
elu ;4;1041;7;15;22;4;4;8;7287;15615;22902;4164
national ;9;1040;16;32;48;9;9;18;16640;33280;49920;9360
vraiment ;9;1038;18;30;48;9;9;18;18684;31140;49824;9342
pense ;6;1036;10;29;39;6;6;12;10360;30044;40404;6216
actuellement ;13;1035;23;54;77;13;13;26;23805;55890;79695;13455
difficile ;10;1033;14;37;51;10;10;20;14462;38221;52683;10330
climat ;7;1033;12;20;32;7;7;14;12396;20660;33056;7231
classe ;7;1033;12;21;33;7;7;14;12396;21693;34089;7231
feu ;4;1032;6;18;24;4;4;8;6192;18576;24768;4128
objet ;6;1030;10;22;32;6;6;12;10300;22660;32960;6180
idees ;6;1030;9;21;30;6;6;12;9270;21630;30900;6180
haute ;6;1029;10;25;35;6;6;12;10290;25725;36015;6174
lyon ;5;1029;10;26;36;5;5;10;10290;26754;37044;5145
pourrait ;9;1027;20;28;48;9;9;18;20540;28756;49296;9243
retrouve ;9;1026;20;34;54;9;9;18;20520;34884;55404;9234
coup ;5;1025;9;24;33;5;5;10;9225;24600;33825;5125
recherche ;10;1023;14;47;61;10;10;20;14322;48081;62403;10230
langues ;8;1020;14;33;47;8;8;16;14280;33660;47940;8160
toi ;4;1020;8;12;20;4;4;8;8160;12240;20400;4080
v ;2;1020;4;6;10;2;2;4;4080;6120;10200;2040
assemblee ;10;1019;16;37;53;10;10;20;16304;37703;54007;10190
mots ;5;1018;11;18;29;5;5;10;11198;18324;29522;5090
accord ;7;1015;10;24;34;7;7;14;10150;24360;34510;7105
eviter ;7;1015;14;23;37;7;7;14;14210;23345;37555;7105
aime ;5;1013;7;15;22;5;5;10;7091;15195;22286;5065
oiseaux ;8;1011;16;30;46;8;8;16;16176;30330;46506;8088
image ;6;1010;8;23;31;6;6;12;8080;23230;31310;6060
peux ;5;1010;10;26;36;5;5;10;10100;26260;36360;5050
finalement ;11;1007;18;47;65;11;11;22;18126;47329;65455;11077
devenu ;7;1005;12;33;45;7;7;14;12060;33165;45225;7035
planete ;8;1004;13;36;49;8;8;16;13052;36144;49196;8032
version ;8;1004;17;29;46;8;8;16;17068;29116;46184;8032
maladie ;8;1001;11;26;37;8;8;16;11011;26026;37037;8008
developpement ;14;999;24;76;100;14;14;28;23976;75924;99900;13986
carriere ;9;999;16;23;39;9;9;18;15984;22977;38961;8991
ocean ;6;998;8;26;34;6;6;12;7984;25948;33932;5988
courant ;8;997;16;28;44;8;8;16;15952;27916;43868;7976
lois ;5;996;10;15;25;5;5;10;9960;14940;24900;4980
terres ;7;996;15;20;35;7;7;14;14940;19920;34860;6972
tel ;4;995;7;14;21;4;4;8;6965;13930;20895;3980
livres ;7;993;15;20;35;7;7;14;14895;19860;34755;6951
gaz ;4;992;6;20;26;4;4;8;5952;19840;25792;3968
pratique ;9;991;18;35;53;9;9;18;17838;34685;52523;8919
scientifiques ;14;990;27;53;80;14;14;28;26730;52470;79200;13860
traite ;7;986;14;17;31;7;7;14;13804;16762;30566;6902
travaux ;8;985;18;25;43;8;8;16;17730;24625;42355;7880
sauf ;5;982;9;16;25;5;5;10;8838;15712;24550;4910
loin ;5;981;9;19;28;5;5;10;8829;18639;27468;4905
nature ;7;981;14;23;37;7;7;14;13734;22563;36297;6867
egypte ;7;977;12;40;52;7;7;14;11724;39080;50804;6839
epouse ;7;977;13;34;47;7;7;14;12701;33218;45919;6839
premieres ;10;973;19;37;56;10;10;20;18487;36001;54488;9730
moyenne ;8;972;14;45;59;8;8;16;13608;43740;57348;7776
combat ;7;970;11;25;36;7;7;14;10670;24250;34920;6790
sort ;5;962;12;14;26;5;5;10;11544;13468;25012;4810
paix ;5;960;9;19;28;5;5;10;8640;18240;26880;4800
fer ;4;960;6;15;21;4;4;8;5760;14400;20160;3840
sang ;5;958;8;19;27;5;5;10;7664;18202;25866;4790
aider ;6;957;9;16;25;6;6;12;8613;15312;23925;5742
cinema ;7;957;10;25;35;7;7;14;9570;23925;33495;6699
album ;6;957;10;19;29;6;6;12;9570;18183;27753;5742
maintenant ;11;956;20;41;61;11;11;22;19120;39196;58316;10516
furent ;7;955;14;28;42;7;7;14;13370;26740;40110;6685
militaires ;11;955;22;27;49;11;11;22;21010;25785;46795;10505
poissons ;9;954;20;36;56;9;9;18;19080;34344;53424;8586
connue ;7;952;12;34;46;7;7;14;11424;32368;43792;6664
liberte ;8;952;14;25;39;8;8;16;13328;23800;37128;7616
dix ;4;951;7;14;21;4;4;8;6657;13314;19971;3804
yeux ;5;951;11;26;37;5;5;10;10461;24726;35187;4755
francois ;9;950;16;31;47;9;9;18;15200;29450;44650;8550
considere ;10;947;17;39;56;10;10;20;16099;36933;53032;9470
