word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;
vitesse;7;1050;24;11;25200;7350;;
majorite;8;1047;27;14;28269;8376;;
vue;3;1047;19;8;19893;3141;;
desormais;9;1043;45;27;46935;9387;;
six;3;1042;15;8;15630;3126;;
elu;3;1041;16;9;16656;3123;;
national;8;1040;30;14;31200;8320;;
vraiment;8;1038;16;5;16608;8304;;
pense;5;1036;17;11;17612;5180;;
actuellement;12;1035;13;8;13455;12420;;
difficile;9;1033;17;11;17561;9297;;
climat;6;1033;23;14;23759;6198;;
classe;6;1033;23;14;23759;6198;;
feu;3;1032;18;8;18576;3096;;
objet;5;1030;17;8;17510;5150;;
idees;5;1030;28;15;28840;5150;;
haute;5;1029;24;11;24696;5145;;
lyon;4;1029;15;8;15435;4116;;
pourrait;8;1027;28;17;28756;8216;;
retrouve;8;1026;39;24;40014;8208;;
coup;4;1025;18;12;18450;4100;;
recherche;9;1023;19;11;19437;9207;;
langues;7;1020;23;14;23460;7140;;
toi;3;1020;19;8;19380;3060;;
v;1;1020;9;3;9180;1020;;
assemblee;9;1019;28;14;28532;9171;;
mots;4;1018;24;12;24432;4072;;
accord;6;1015;22;14;22330;6090;;
eviter;6;1015;35;18;35525;6090;;
aime;4;1013;22;11;22286;4052;;
oiseaux;7;1011;17;8;17187;7077;;
image;5;1010;27;11;27270;5050;;
peux;4;1010;23;12;23230;4040;;
finalement;10;1007;9;5;9063;10070;;
devenu;6;1005;18;11;18090;6030;;
planete;7;1004;29;21;29116;7028;;
version;7;1004;28;14;28112;7028;;
maladie;7;1001;24;11;24024;7007;;
developpement;13;999;57;39;56943;12987;;
carriere;8;999;31;17;30969;7992;;
ocean;5;998;20;11;19960;4990;;
courant;7;997;21;11;20937;6979;;
lois;4;996;20;11;19920;3984;;
