word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
chat;4;701;20;12;14020;2804
maitre;6;701;25;14;17525;4206
actuelle;8;701;28;14;19628;5608
composee;8;700;29;14;20300;5600
iv;2;698;13;6;9074;1396
laisse;6;697;14;8;9758;4182
compagnie;9;696;32;20;22272;6264
explique;8;695;23;11;15985;5560
unique;6;695;19;8;13205;4170
securite;8;695;38;24;26410;5560
armees;6;695;34;18;23630;4170
eaux;4;694;14;8;9716;2776
poids;5;693;22;14;15246;3465
appel;5;693;30;14;20790;3465
lignes;6;692;16;11;11072;4152
pied;4;692;19;11;13148;2768
ait;3;690;17;9;11730;2070
soient;6;688;23;11;15824;4128
sur;3;687;13;5;8931;2061
michel;6;686;17;8;11662;4116
universite;10;686;23;11;15778;6860
permettre;9;685;41;23;28085;6165
facile;6;685;16;11;10960;4110
bord;4;685;23;12;15755;2740
membre;6;685;20;11;13700;4110
heros;5;685;29;15;19865;3425
grecque;7;684;24;14;16416;4788
cheval;6;683;25;14;17075;4098
paul;4;683;19;11;12977;2732
tr;2;682;13;6;8866;1364
dure;4;681;19;11;12939;2724
g;1;681;7;3;4767;681
utilises;8;680;41;24;27880;5440
parlement;9;680;30;20;20400;6120
necessaire;10;680;15;5;10200;6800
fleurs;6;679;19;11;12901;4074
piece;5;678;20;14;13560;3390
utilisateurs;12;678;45;26;30510;8136
uniquement;10;677;17;8;11509;6770
utilisation;11;677;38;23;25726;7447
quantite;8;677;26;14;17602;5416
decouvert;9;676;40;27;27040;6084
decide;6;676;19;18;12844;4056
crise;5;675;18;11;12150;3375
chinois;7;674;21;14;14154;4718
permis;6;673;22;14;14806;4038
symbole;7;673;20;8;13460;4711
peur;4;669;20;12;13380;2676
attention;9;668;18;8;12024;6012
royal;5;666;27;11;17982;3330
noms;4;666;25;12;16650;2664
principale;10;665;32;20;21280;6650
influence;9;665;20;11;13300;5985
risque;6;664;23;11;15272;3984
pages;5;663;16;11;10608;3315
interdit;8;662;21;11;13902;5296
regarder;8;661;37;24;24457;5288
entreprises;11;660;32;20;21120;7260
constitution;12;660;53;29;34980;7920
economie;8;660;36;24;23760;5280
marins;6;659;32;18;21088;3954
faible;6;659;19;14;12521;3954
actuel;6;658;29;14;19082;3948
compris;7;657;22;11;14454;4599
journal;7;657;26;14;17082;4599
justice;7;657;31;14;20367;4599
formes;6;656;32;17;20992;3936
jaune;5;655;19;11;12445;3275
forces;6;655;26;14;17030;3930
guerres;7;654;27;14;17658;4578
commence;8;654;26;14;17004;5232
artistes;8;653;29;14;18937;5224
resistance;10;653;51;30;33303;6530
occupe;6;651;21;11;13671;3906
musulmans;9;651;28;14;18228;5859
entreprise;10;651;31;20;20181;6510
changer;7;650;24;14;15600;4550
arbre;5;650;25;11;16250;3250
formation;9;650;30;17;19500;5850
bleu;4;648;19;11;12312;2592
technique;9;647;19;11;12293;5823
moderne;7;645;24;14;15480;4515
froid;5;644;19;11;12236;3220
sortie;6;643;24;11;15432;3858
royale;6;643;28;11;18004;3858
noirs;5;643;22;11;14146;3215
tombe;5;643;26;11;16718;3215
camp;4;642;21;12;13482;2568
