word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w;;;
realise;7;531;29;14;15399;3717;;;
senat;5;531;17;10;9027;2655;;;
bonaparte;9;531;32;18;16992;4779;;;
expression;10;531;31;20;16461;5310;;;
moteur;6;530;23;12;12190;3180;;;
pouvaient;9;530;30;18;15900;4770;;;
diverses;8;529;28;16;14812;4232;;;
difficultes;11;529;41;22;21689;5819;;;
canal;5;529;19;10;10051;2645;;;
equipes;7;529;29;14;15341;3703;;;
avions;6;528;19;12;10032;3168;;;
usage;5;528;21;10;11088;2640;;;
restent;7;528;23;14;12144;3696;;;
perd;4;528;16;8;8448;2112;;;
construite;10;528;33;20;17424;5280;;;
stade;5;528;19;10;10032;2640;;;
revient;7;527;24;14;12648;3689;;;
information;11;527;41;22;21607;5797;;;
k;1;527;8;2;4216;527;;;
disparu;7;526;26;14;13676;3682;;;
objectif;8;525;33;16;17325;4200;;;
mammiferes;10;525;49;20;25725;5250;;;
combats;7;525;26;14;13650;3675;;;
quatrieme;9;524;34;18;17816;4716;;;
basse;5;524;20;10;10480;2620;;;
ouverture;9;524;28;18;14672;4716;;;
servent;7;524;21;14;11004;3668;;;
quelle;6;523;23;12;12029;3138;;;
lance;5;523;16;10;8368;2615;;;
veux;4;523;17;8;8891;2092;;;
litterature;11;523;37;22;19351;5753;;;
lille;5;523;21;10;10983;2615;;;
competition;11;522;40;22;20880;5742;;;
total;5;522;18;10;9396;2610;;;
suivre;6;521;21;12;10941;3126;;;
loup;4;521;19;8;9899;2084;;;
malheureusement;15;520;58;30;30160;7800;;;
rejoint;7;520;28;14;14560;3640;;;
lait;4;520;13;8;6760;2080;;;
outils;6;520;23;12;11960;3120;;;
marche;6;520;27;12;14040;3120;;;
donnent;7;517;23;14;11891;3619;;;
batiment;8;516;31;16;15996;4128;;;
lien;4;516;15;8;7740;2064;;;
voiture;7;515;27;14;13905;3605;;;
envie;5;515;17;10;8755;2575;;;
maire;5;515;21;10;10815;2575;;;
ecrivain;8;514;26;16;13364;4112;;;
olympiques;10;514;44;20;22616;5140;;;
refuse;6;513;25;12;12825;3078;;;
civile;6;512;25;12;12800;3072;;;
vert;4;512;14;8;7168;2048;;;
venir;5;511;20;10;10220;2555;;;
double;6;511;24;12;12264;3066;;;
faite;5;510;17;10;8670;2550;;;
in;2;510;11;4;5610;1020;;;
edition;7;509;25;14;12725;3563;;;
ts;2;509;9;4;4581;1018;;;
electricite;11;509;37;22;18833;5599;;;
john;4;509;21;8;10689;2036;;;
avion;5;508;16;10;8128;2540;;;
ailes;5;508;17;10;8636;2540;;;
possedent;9;508;36;18;18288;4572;;;
utc;3;508;16;6;8128;1524;;;
jeunesse;8;507;28;16;14196;4056;;;
cirque;6;507;28;12;14196;3042;;;
exterieur;9;507;29;18;14703;4563;;;
prennent;8;507;26;16;13182;4056;;;
oubliee;7;507;31;14;15717;3549;;;
change;6;506;23;12;11638;3036;;;
mythologie;10;506;40;20;20240;5060;;;
adulte;6;506;24;12;12144;3036;;;
actions;7;505;23;14;11615;3535;;;
sources;7;505;27;14;13635;3535;;;
solaire;7;505;28;14;14140;3535;;;
sein;4;505;15;8;7575;2020;;;
unite;5;504;20;10;10080;2520;;;
dessin;6;504;18;12;9072;3024;;;
francs;6;504;21;12;10584;3024;;;
champion;8;504;35;16;17640;4032;;;
communistes;11;504;42;22;21168;5544;;;
soir;4;503;17;8;8551;2012;;;
essentiellement;15;502;44;30;22088;7530;;;
athenes;7;502;31;14;15562;3514;;;
chaud;5;501;23;10;11523;2505;;;
officiellement;14;501;52;28;26052;7014;;;
cesar;5;501;17;10;8517;2505;;;
annonce;7;500;23;14;11500;3500;;;
gagner;6;499;22;12;10978;2994;;;
conflit;7;499;25;14;12475;3493;;;
protestants;11;499;31;22;15469;5489;;;
arc;3;499;12;6;5988;1497;;;
tiers;5;499;19;10;9481;2495;;;
europeen;8;498;31;16;15438;3984;;;
oiseau;6;498;22;12;10956;2988;;;
germanique;10;498;42;20;20916;4980;;;
central;7;498;26;14;12948;3486;;;
deroule;7;497;25;14;12425;3479;;;
court;5;497;17;10;8449;2485;;;
defendre;8;497;27;16;13419;3976;;;
matin;5;496;19;10;9424;2480;;;
veritable;9;496;33;18;16368;4464;;;
cadre;5;496;20;10;9920;2480;;;
monarchie;9;496;40;18;19840;4464;;;
pensent;7;495;26;14;12870;3465;;;
marche;6;495;27;12;13365;2970;;;
danse;5;495;16;10;7920;2475;;;
originaire;10;495;35;20;17325;4950;;;
biens;5;495;20;10;9900;2475;;;
voter;5;495;18;10;8910;2475;;;
sucre;5;495;20;10;9900;2475;;;
pourra;6;494;21;12;10374;2964;;;
opposition;10;494;35;20;17290;4940;;;
neuf;4;494;18;8;8892;1976;;;
operation;9;494;31;18;15314;4446;;;
dangereux;9;493;29;18;14297;4437;;;
division;8;492;30;16;14760;3936;;;
belges;6;492;23;12;11316;2952;;;
futur;5;492;21;10;10332;2460;;;
machine;7;492;33;14;16236;3444;;;
porter;6;491;19;12;9329;2946;;;
meilleure;9;491;34;18;16694;4419;;;
publie;6;490;25;12;12250;2940;;;
choisi;6;490;27;12;13230;2940;;;
autorites;9;490;27;18;13230;4410;;;
decisions;9;489;32;18;15648;4401;;;
rares;5;488;23;10;11224;2440;;;
architecture;12;488;43;24;20984;5856;;;
contact;7;487;21;14;10227;3409;;;
front;5;486;17;10;8262;2430;;;
ordinateur;10;485;33;20;16005;4850;;;
encyclopedie;12;485;46;24;22310;5820;;;
probablement;12;484;42;24;20328;5808;;;
television;10;484;36;20;17424;4840;;;
ceci;4;484;18;8;8712;1936;;;
liquide;7;484;28;14;13552;3388;;;
convention;10;484;32;20;15488;4840;;;
continent;9;484;26;18;12584;4356;;;
sortir;6;483;22;12;10626;2898;;;
departements;12;483;39;24;18837;5796;;;
wiki;4;483;21;8;10143;1932;;;
entierement;11;481;39;22;18759;5291;;;
os;2;481;9;4;4329;962;;;
esprit;6;480;19;12;9120;2880;;;
melange;7;480;28;14;13440;3360;;;
eut;3;480;11;6;5280;1440;;;
tradition;9;479;30;18;14370;4311;;;
occidentale;11;479;40;22;19160;5269;;;
males;5;479;22;10;10538;2395;;;
mexique;7;479;30;14;14370;3353;;;
bateau;6;478;23;12;10994;2868;;;
guillaume;9;478;40;18;19120;4302;;;
travaille;9;478;29;18;13862;4302;;;
sable;5;478;21;10;10038;2390;;;
phenomene;9;477;42;18;20034;4293;;;
faits;5;477;17;10;8109;2385;;;
perdu;5;477;21;10;10017;2385;;;
puisse;6;477;22;12;10494;2862;;;
trouve;6;476;21;12;9996;2856;;;
pacifique;9;476;37;18;17612;4284;;;
gris;4;476;16;8;7616;1904;;;
partisans;9;476;28;18;13328;4284;;;
eleve;5;475;15;10;7125;2375;;;
euros;5;475;16;10;7600;2375;;;
longues;7;475;25;14;11875;3325;;;
loire;5;475;20;10;9500;2375;;;
colonies;8;475;27;16;12825;3800;;;
champs;6;474;29;12;13746;2844;;;
modifier;8;473;33;16;15609;3784;;;
pain;4;473;17;8;8041;1892;;;
vieux;5;473;20;10;9460;2365;;;
indique;7;472;32;14;15104;3304;;;
souhaite;8;472;31;16;14632;3776;;;
massif;6;472;27;12;12744;2832;;;
renaissance;11;472;39;22;18408;5192;;;
xviie;5;472;25;10;11800;2360;;;
clerge;6;472;23;12;10856;2832;;;
populations;11;472;39;22;18408;5192;;;
pouvez;6;472;26;12;12272;2832;;;
ecologie;8;471;27;16;12717;3768;;;
rare;4;471;20;8;9420;1884;;;
mi;2;471;11;4;5181;942;;;
elus;4;471;16;8;7536;1884;;;
eglises;7;471;28;14;13188;3297;;;
fonctionnement;14;471;47;28;22137;6594;;;
vi;2;470;11;4;5170;940;;;
remporte;8;469;29;16;13601;3752;;;
monnaie;7;468;27;14;12636;3276;;;
rejoindre;9;468;34;18;15912;4212;;;
oppose;6;468;23;12;10764;2808;;;
quant;5;468;20;10;9360;2340;;;
joue;4;466;18;8;8388;1864;;;
installer;9;466;32;18;14912;4194;;;
temoigne;8;466;34;16;15844;3728;;;
pauvres;7;466;23;14;10718;3262;;;
candidat;8;466;27;16;12582;3728;;;
entrer;6;465;16;12;7440;2790;;;
constantinople;14;465;48;28;22320;6510;;;
assurer;7;465;25;14;11625;3255;;;
deesse;6;465;22;12;10230;2790;;;
nourrir;7;464;30;14;13920;3248;;;
interet;7;464;28;14;12992;3248;;;
nicolas;7;463;25;14;11575;3241;;;
aventures;9;462;28;18;12936;4158;;;
apparaissent;12;462;41;24;18942;5544;;;
uf;2;462;14;4;6468;924;;;
noblesse;8;462;32;16;14784;3696;;;
terrestre;9;462;29;18;13398;4158;;;
papier;6;461;23;12;10603;2766;;;
auguste;7;461;27;14;12447;3227;;;
algerie;7;461;22;14;10142;3227;;;
eteint;6;461;22;12;10142;2766;;;
religieuse;10;460;37;20;17020;4600;;;
constitue;9;460;29;18;13340;4140;;;
remporte;8;460;29;16;13340;3680;;;
calendrier;10;459;34;20;15606;4590;;;
realiser;8;459;32;16;14688;3672;;;
sites;5;459;17;10;7803;2295;;;
tableau;7;459;28;14;12852;3213;;;
blancs;6;459;24;12;11016;2754;;;
tient;5;458;18;10;8244;2290;;;
espagnols;9;458;30;18;13740;4122;;;
termine;7;458;26;14;11908;3206;;;
developper;10;457;36;20;16452;4570;;;
lutter;6;457;18;12;8226;2742;;;
etend;5;457;18;10;8226;2285;;;
dos;3;455;12;6;5460;1365;;;
installe;8;455;29;16;13195;3640;;;
mange;5;455;21;10;9555;2275;;;
couple;6;455;23;12;10465;2730;;;
somme;5;453;23;10;10419;2265;;;
ministres;9;453;31;18;14043;4077;;;
alliance;8;453;30;16;13590;3624;;;
reportage;9;452;31;18;14012;4068;;;
fr;2;452;9;4;4068;904;;;
jules;5;452;23;10;10396;2260;;;
continuer;9;451;29;18;13079;4059;;;
montrer;7;450;24;14;10800;3150;;;
thomas;6;450;25;12;11250;2700;;;
robert;6;450;27;12;12150;2700;;;
evolution;9;450;33;18;14850;4050;;;
administrateur;14;450;50;28;22500;6300;;;
tonnes;6;449;22;12;9878;2694;;;
maximum;7;448;35;14;15680;3136;;;
fonde;5;448;20;10;8960;2240;;;
croix;5;448;18;10;8064;2240;;;
publique;8;447;36;16;16092;3576;;;
vienne;6;447;21;12;9387;2682;;;
via;3;446;18;6;8028;1338;;;
different;9;446;37;18;16502;4014;;;
pieds;5;445;20;10;8900;2225;;;
recherches;10;445;42;20;18690;4450;;;
neige;5;444;20;10;8880;2220;;;
developpe;9;444;33;18;14652;3996;;;
arts;4;444;13;8;5772;1776;;;
detruit;7;442;24;14;10608;3094;;;
officiel;8;442;33;16;14586;3536;;;
prusse;6;442;23;12;10166;2652;;;
exposition;10;441;31;20;13671;4410;;;
proximite;9;441;32;18;14112;3969;;;
remplace;8;441;34;16;14994;3528;;;
jardin;6;441;26;12;11466;2646;;;
anti;4;440;12;8;5280;1760;;;
vingt;5;440;21;10;9240;2200;;;
noel;4;440;21;8;9240;1760;;;
reprend;7;440;25;14;11000;3080;;;
atmosphere;10;439;40;20;17560;4390;;;
utilisees;9;439;37;18;16243;3951;;;
metal;5;439;21;10;9219;2195;;;
vaste;5;439;20;10;8780;2195;;;
david;5;438;17;10;7446;2190;;;
representant;12;438;44;24;19272;5256;;;
acheter;7;438;25;14;10950;3066;;;
presents;8;438;30;16;13140;3504;;;
urs;3;438;12;6;5256;1314;;;
partage;7;438;22;14;9636;3066;;;
appartient;10;438;37;20;16206;4380;;;
domaines;8;438;28;16;12264;3504;;;
section;7;438;25;14;10950;3066;;;
existent;8;437;23;16;10051;3496;;;
personnel;9;437;29;18;12673;3933;;;
envoie;6;437;19;12;8303;2622;;;
vacances;8;437;30;16;13110;3496;;;
dents;5;437;14;10;6118;2185;;;
consideree;10;437;37;20;16169;4370;;;
femelles;8;437;31;16;13547;3496;;;
reporters;9;436;29;18;12644;3924;;;
arreter;7;436;28;14;12208;3052;;;
religieuses;11;436;40;22;17440;4796;;;
and;3;436;10;6;4360;1308;;;
bateaux;7;435;26;14;11310;3045;;;
signe;5;434;18;10;7812;2170;;;
reussi;6;434;26;12;11284;2604;;;
ennemis;7;434;26;14;11284;3038;;;
gare;4;434;14;8;6076;1736;;;
championnat;11;434;43;22;18662;4774;;;
dernieres;9;433;31;18;13423;3897;;;
auteurs;7;433;26;14;11258;3031;;;
islam;5;433;24;10;10392;2165;;;
pose;4;433;13;8;5629;1732;;;
reponse;7;433;27;14;11691;3031;;;
apprend;7;432;26;14;11232;3024;;;
seraient;8;432;26;16;11232;3456;;;
coulisses;9;432;35;18;15120;3888;;;
suit;4;431;15;8;6465;1724;;;
romans;6;431;27;12;11637;2586;;;
pierres;7;431;24;14;10344;3017;;;
fabrication;11;431;39;22;16809;4741;;;
repondre;8;431;30;16;12930;3448;;;
humaine;7;431;29;14;12499;3017;;;
chance;6;430;24;12;10320;2580;;;
chansons;8;430;31;16;13330;3440;;;
nintendo;8;430;33;16;14190;3440;;;
ouvert;6;430;18;12;7740;2580;;;
cher;4;430;17;8;7310;1720;;;
centaines;9;429;31;18;13299;3861;;;
lettre;6;429;17;12;7293;2574;;;
developpe;9;429;33;18;14157;3861;;;
tue;3;429;12;6;5148;1287;;;
liens;5;429;18;10;7722;2145;;;
organise;8;429;28;16;12012;3432;;;
appelees;8;428;35;16;14980;3424;;;
murs;4;428;22;8;9416;1712;;;
pouvant;7;428;23;14;9844;2996;;;
portugais;9;428;33;18;14124;3852;;;
mauvais;7;427;26;14;11102;2989;;;
ameliorer;9;427;33;18;14091;3843;;;
classes;7;426;25;14;10650;2982;;;
halloween;9;426;43;18;18318;3834;;;
outre;5;426;17;10;7242;2130;;;
victime;7;426;30;14;12780;2982;;;
mda;3;426;17;6;7242;1278;;;
nobles;6;425;27;12;11475;2550;;;
zeus;4;425;20;8;8500;1700;;;
dinosaures;10;425;41;20;17425;4250;;;
ere;3;424;14;6;5936;1272;;;
presidentielle;14;424;46;28;19504;5936;;;
naturelle;9;424;32;18;13568;3816;;;
chevaux;7;424;28;14;11872;2968;;;
dehors;6;423;20;12;8460;2538;;;
gagne;5;423;19;10;8037;2115;;;
grave;5;423;16;10;6768;2115;;;
succede;7;422;29;14;12238;2954;;;
fabriquer;9;422;38;18;16036;3798;;;
propres;7;421;23;14;9683;2947;;;
resultats;9;421;31;18;13051;3789;;;
videos;6;421;27;12;11367;2526;;;
enfance;7;421;23;14;9683;2947;;;
payer;5;421;17;10;7157;2105;;;
conquete;8;421;30;16;12630;3368;;;
responsable;11;420;38;22;15960;4620;;;
huile;5;420;22;10;9240;2100;;;
cerveau;7;420;27;14;11340;2940;;;
finit;5;420;19;10;7980;2100;;;
frontieres;10;419;35;20;14665;4190;;;
volonte;7;419;25;14;10475;2933;;;
socialiste;10;419;34;20;14246;4190;;;
record;6;418;23;12;9614;2508;;;
plat;4;418;13;8;5434;1672;;;
etrangers;9;417;25;18;10425;3753;;;
lesquels;8;417;29;16;12093;3336;;;
extremement;11;417;34;22;14178;4587;;;
ouvriers;8;417;26;16;10842;3336;;;
envoyer;7;417;21;14;8757;2919;;;
concernant;10;416;31;20;12896;4160;;;
normandie;9;416;36;18;14976;3744;;;
aspect;6;416;21;12;8736;2496;;;
soutien;7;416;25;14;10400;2912;;;
designer;8;416;25;16;10400;3328;;;
anne;4;416;13;8;5408;1664;;;
methode;7;416;26;14;10816;2912;;;
navire;6;416;23;12;9568;2496;;;
iranienne;9;416;33;18;13728;3744;;;
consommation;12;415;43;24;17845;4980;;;
forcement;9;415;31;18;12865;3735;;;
turquie;7;415;30;14;12450;2905;;;
peinture;8;415;31;16;12865;3320;;;
publie;6;415;25;12;10375;2490;;;
chevaliers;10;415;39;20;16185;4150;;;
individus;9;415;36;18;14940;3735;;;
meilleurs;9;414;34;18;14076;3726;;;
episode;7;414;25;14;10350;2898;;;
revanche;8;414;32;16;13248;3312;;;
charge;6;414;24;12;9936;2484;;;
marin;5;414;22;10;9108;2070;;;
iraniennes;10;414;36;20;14904;4140;;;
obligatoire;11;413;38;22;15694;4543;;;
star;4;413;16;8;6608;1652;;;
mettent;7;413;23;14;9499;2891;;;
vis;3;413;14;6;5782;1239;;;
faites;6;412;20;12;8240;2472;;;
race;4;412;21;8;8652;1648;;;
ajouter;7;412;27;14;11124;2884;;;
mari;4;412;19;8;7828;1648;;;
immense;7;411;31;14;12741;2877;;;
couronne;8;411;30;16;12330;3288;;;
application;11;411;39;22;16029;4521;;;
vapeur;6;411;27;12;11097;2466;;;
sociale;7;411;25;14;10275;2877;;;
choisir;7;410;31;14;12710;2870;;;
obtenu;6;410;24;12;9840;2460;;;
proies;6;409;24;12;9816;2454;;;
enorme;6;409;27;12;11043;2454;;;
planetes;8;409;30;16;12270;3272;;;
versailles;10;409;36;20;14724;4090;;;
proces;6;409;19;12;7771;2454;;;
reconnu;7;408;28;14;11424;2856;;;
augmenter;9;408;35;18;14280;3672;;;
chercher;8;408;33;16;13464;3264;;;
jerusalem;9;408;36;18;14688;3672;;;
ennemi;6;408;23;12;9384;2448;;;
vendredi;8;407;28;16;11396;3256;;;
nucleaire;9;407;36;18;14652;3663;;;
photos;6;406;21;12;8526;2436;;;
covid;5;406;23;10;9338;2030;;;
bassin;6;406;25;12;10150;2436;;;
deplacer;8;406;26;16;10556;3248;;;
jusque;6;406;30;12;12180;2436;;;
europeennes;11;406;41;22;16646;4466;;;
remplacer;9;405;37;18;14985;3645;;;
alba;4;405;19;8;7695;1620;;;
declare;7;404;25;14;10100;2828;;;
empecher;8;404;33;16;13332;3232;;;
superieur;9;404;36;18;14544;3636;;;
aliments;8;404;28;16;11312;3232;;;
mille;5;404;21;10;8484;2020;;;
italienne;9;404;33;18;13332;3636;;;
suffit;6;403;26;12;10478;2418;;;
alimentation;12;403;39;24;15717;4836;;;
george;6;403;21;12;8463;2418;;;
portes;6;403;20;12;8060;2418;;;
dame;4;403;15;8;6045;1612;;;
peche;5;403;23;10;9269;2015;;;
puissant;8;402;28;16;11256;3216;;;
reaction;8;401;30;16;12030;3208;;;
devrait;7;401;19;14;7619;2807;;;
hongrie;7;401;26;14;10426;2807;;;
cent;4;401;15;8;6015;1604;;;
cherche;7;401;30;14;12030;2807;;;
conseils;8;401;27;16;10827;3208;;;
flotte;6;401;21;12;8421;2406;;;
affaire;7;399;25;14;9975;2793;;;
titres;6;399;21;12;8379;2394;;;
martin;6;399;25;12;9975;2394;;;
echange;7;399;27;14;10773;2793;;;
carbone;7;399;25;14;9975;2793;;;
envers;6;398;20;12;7960;2388;;;
domination;10;398;34;20;13532;3980;;;
tome;4;397;20;8;7940;1588;;;
relief;6;397;24;12;9528;2382;;;
instrument;10;397;38;20;15086;3970;;;
augmente;8;397;31;16;12307;3176;;;
sinon;5;397;21;10;8337;1985;;;
candidats;9;397;30;18;11910;3573;;;
concerne;8;397;25;16;9925;3176;;;
caractere;9;396;34;18;13464;3564;;;
endroits;8;396;25;16;9900;3168;;;
attendre;8;395;22;16;8690;3160;;;
spectacle;9;395;31;18;12245;3555;;;
vecu;4;395;18;8;7110;1580;;;
princesse;9;395;33;18;13035;3555;;;
souris;6;395;27;12;10665;2370;;;
portent;7;394;24;14;9456;2758;;;
augmentation;12;394;41;24;16154;4728;;;
berlin;6;394;25;12;9850;2364;;;
maritime;8;394;36;16;14184;3152;;;
definitivement;14;394;47;28;18518;5516;;;
impossible;10;393;43;20;16899;3930;;;
sociaux;7;393;26;14;10218;2751;;;
completement;12;393;47;24;18471;4716;;;
opera;5;393;19;10;7467;1965;;;
vetements;9;393;37;18;14541;3537;;;
seigneurs;9;393;31;18;12183;3537;;;
medecin;7;393;30;14;11790;2751;;;
materiel;8;393;28;16;11004;3144;;;
caracteristiques;16;393;59;32;23187;6288;;;
roches;6;393;29;12;11397;2358;;;
christ;6;392;24;12;9408;2352;;;
avais;5;392;16;10;6272;1960;;;
evenement;9;392;35;18;13720;3528;;;
attaques;8;392;28;16;10976;3136;;;
comte;5;392;18;10;7056;1960;;;
courte;6;392;21;12;8232;2352;;;
turcs;5;391;20;10;7820;1955;;;
bible;5;391;24;10;9384;1955;;;
predateurs;10;391;35;20;13685;3910;;;
gout;4;391;18;8;7038;1564;;;
voulait;7;391;28;14;10948;2737;;;
element;7;391;25;14;9775;2737;;;
changement;10;390;36;20;14040;3900;;;
reseaux;7;390;26;14;10140;2730;;;
categories;10;390;38;20;14820;3900;;;
fera;4;390;16;8;6240;1560;;;
midi;4;389;21;8;8169;1556;;;
willy;5;389;23;10;8947;1945;;;
cercle;6;389;22;12;8558;2334;;;
rose;4;389;19;8;7391;1556;;;
nommee;6;388;30;12;11640;2328;;;
ours;4;388;15;8;5820;1552;;;
peninsule;9;388;38;18;14744;3492;;;
christianisme;13;388;49;26;19012;5044;;;
prisonniers;11;388;38;22;14744;4268;;;
garder;6;387;20;12;7740;2322;;;
adresse;7;387;23;14;8901;2709;;;
suivi;5;387;20;10;7740;1935;;;
solution;8;387;31;16;11997;3096;;;
morte;5;386;20;10;7720;1930;;;
note;4;386;16;8;6176;1544;;;
rock;4;385;23;8;8855;1540;;;
garcons;7;385;26;14;10010;2695;;;
rive;4;385;17;8;6545;1540;;;
morceaux;8;385;32;16;12320;3080;;;
cinquieme;9;384;40;18;15360;3456;;;
organise;8;384;28;16;10752;3072;;;
inspire;7;384;29;14;11136;2688;;;
chant;5;384;20;10;7680;1920;;;
matieres;8;383;33;16;12639;3064;;;
nations;7;383;24;14;9192;2681;;;
telle;5;383;18;10;6894;1915;;;
absence;7;382;25;14;9550;2674;;;
hauts;5;382;20;10;7640;1910;;;
certaine;8;382;25;16;9550;3056;;;
disparition;11;382;36;22;13752;4202;;;
graines;7;382;26;14;9932;2674;;;
acteur;6;381;21;12;8001;2286;;;
gagne;5;381;19;10;7239;1905;;;
monuments;9;381;36;18;13716;3429;;;
diametre;8;381;30;16;11430;3048;;;
orleans;7;381;26;14;9906;2667;;;
connues;7;381;26;14;9906;2667;;;
limite;6;381;23;12;8763;2286;;;
reference;9;380;39;18;14820;3420;;;
alphabet;8;380;33;16;12540;3040;;;
reprendre;9;380;30;18;11400;3420;;;
offre;5;380;20;10;7600;1900;;;
commencent;10;380;37;20;14060;3800;;;
elevage;7;380;23;14;8740;2660;;;
memoire;7;380;31;14;11780;2660;;;
web;3;380;16;6;6080;1140;;;
archipel;8;380;34;16;12920;3040;;;
capables;8;379;30;16;11370;3032;;;
chretienne;10;379;37;20;14023;3790;;;
representent;12;379;43;24;16297;4548;;;
bacteries;9;379;35;18;13265;3411;;;
israel;6;379;22;12;8338;2274;;;
republicains;12;379;48;24;18192;4548;;;
cycle;5;378;20;10;7560;1890;;;
savant;6;378;22;12;8316;2268;;;
revenir;7;378;25;14;9450;2646;;;
visible;7;378;29;14;10962;2646;;;
redaction;9;378;37;18;13986;3402;;;
occupation;10;378;38;20;14364;3780;;;
propriete;9;377;32;18;12064;3393;;;
visite;6;377;23;12;8671;2262;;;
vii;3;377;18;6;6786;1131;;;
issue;5;377;20;10;7540;1885;;;
vaut;4;377;18;8;6786;1508;;;
pousse;6;377;22;12;8294;2262;;;
transports;10;377;32;20;12064;3770;;;
evenements;10;376;38;20;14288;3760;;;
messages;8;376;26;16;9776;3008;;;
devaient;8;376;22;16;8272;3008;;;
accepte;7;376;25;14;9400;2632;;;
ressources;10;376;35;20;13160;3760;;;
echelle;7;376;28;14;10528;2632;;;
capacite;8;376;28;16;10528;3008;;;
camps;5;376;23;10;8648;1880;;;
revenus;7;375;26;14;9750;2625;;;
chacune;7;375;31;14;11625;2625;;;
invente;7;375;29;14;10875;2625;;;
colonie;7;375;23;14;8625;2625;;;
utile;5;375;20;10;7500;1875;;;
tourne;6;375;24;12;9000;2250;;;
chimique;8;375;39;16;14625;3000;;;
malade;6;374;23;12;8602;2244;;;
auparavant;10;374;31;20;11594;3740;;;
douze;5;374;21;10;7854;1870;;;
windows;7;373;31;14;11563;2611;;;
frederic;8;373;34;16;12682;2984;;;
quitter;7;372;26;14;9672;2604;;;
flandre;7;372;28;14;10416;2604;;;
arabes;6;372;21;12;7812;2232;;;
echec;5;372;20;10;7440;1860;;;
croissance;10;372;32;20;11904;3720;;;
bronze;6;372;25;12;9300;2232;;;
vide;4;371;17;8;6307;1484;;;
patrimoine;10;371;34;20;12614;3710;;;
invasion;8;371;32;16;11872;2968;;;
observer;8;371;28;16;10388;2968;;;
buts;4;371;17;8;6307;1484;;;
nez;3;371;16;6;5936;1113;;;
drapeau;7;371;24;14;8904;2597;;;
participe;9;370;33;18;12210;3330;;;
wikipedia;9;370;37;18;13690;3330;;;
duche;5;370;23;10;8510;1850;;;
violence;8;369;30;16;11070;2952;;;
voitures;8;369;30;16;11070;2952;;;
parle;5;369;17;10;6273;1845;;;
fruit;5;369;20;10;7380;1845;;;
auraient;8;369;26;16;9594;2952;;;
regle;5;369;23;10;8487;1845;;;
lycee;5;369;20;10;7380;1845;;;
periodes;8;369;32;16;11808;2952;;;
disponible;10;368;36;20;13248;3680;;;
roche;5;368;26;10;9568;1840;;;
attaquer;8;368;29;16;10672;2944;;;
traverse;8;368;25;16;9200;2944;;;
presenter;9;368;34;18;12512;3312;;;
projets;7;368;22;14;8096;2576;;;
depend;6;367;20;12;7340;2202;;;
tenir;5;367;20;10;7340;1835;;;
envoye;6;367;18;12;6606;2202;;;
directeur;9;367;29;18;10643;3303;;;
lion;4;367;15;8;5505;1468;;;
capitaine;9;367;33;18;12111;3303;;;
complexe;8;367;29;16;10643;2936;;;
expliquer;9;366;36;18;13176;3294;;;
differente;10;366;40;20;14640;3660;;;
mourir;6;366;26;12;9516;2196;;;
revolte;7;366;27;14;9882;2562;;;
generaux;8;366;29;16;10614;2928;;;
marseille;9;366;34;18;12444;3294;;;
discours;8;365;27;16;9855;2920;;;
reduire;7;365;33;14;12045;2555;;;
arriver;7;365;22;14;8030;2555;;;
tellement;9;365;31;18;11315;3285;;;
economiques;11;365;43;22;15695;4015;;;
echapper;8;365;35;16;12775;2920;;;
populaires;10;365;37;20;13505;3650;;;
artiste;7;365;23;14;8395;2555;;;
petrole;7;365;24;14;8760;2555;;;
representants;13;365;47;26;17155;4745;;;
contributions;13;365;43;26;15695;4745;;;
hautes;6;364;22;12;8008;2184;;;
www;3;364;22;6;8008;1092;;;
james;5;364;24;10;8736;1820;;;
million;7;363;28;14;10164;2541;;;
utilisant;9;363;32;18;11616;3267;;;
normalement;11;363;43;22;15609;3993;;;
dizaines;8;363;29;16;10527;2904;;;
quartiers;9;363;33;18;11979;3267;;;
georges;7;362;24;14;8688;2534;;;
organiser;9;362;31;18;11222;3258;;;
euro;4;362;13;8;4706;1448;;;
primaire;8;362;29;16;10498;2896;;;
peintre;7;362;29;14;10498;2534;;;
cap;3;362;14;6;5068;1086;;;
bonnes;6;362;21;12;7602;2172;;;
sauver;6;361;23;12;8303;2166;;;
anniversaire;12;361;38;24;13718;4332;;;
difficiles;10;361;37;20;13357;3610;;;
arrivent;8;361;25;16;9025;2888;;;
bouche;6;361;28;12;10108;2166;;;
pate;4;361;11;8;3971;1444;;;
modernes;8;361;30;16;10830;2888;;;
vin;3;361;16;6;5776;1083;;;
antoine;7;361;22;14;7942;2527;;;
sicile;6;361;24;12;8664;2166;;;
coreen;6;361;20;12;7220;2166;;;
crees;5;360;19;10;6840;1800;;;
social;6;360;23;12;8280;2160;;;
sel;3;360;12;6;4320;1080;;;
decrit;6;360;19;12;6840;2160;;;
sommes;6;360;27;12;9720;2160;;;
modifications;13;360;48;26;17280;4680;;;
journaliste;11;359;40;22;14360;3949;;;
accueil;7;359;28;14;10052;2513;;;
champ;5;359;26;10;9334;1795;;;
civilisation;12;359;43;24;15437;4308;;;
ceremonie;9;358;39;18;13962;3222;;;
