word;Nb_char (C_w);Freq (F_w);Nb_scan (S_w);Nb_act;S_w x F_w;C_w x F_w
parler;6;1255;26;18;32630;7530
derniere;8;1253;35;24;43855;10024
nouvelles;9;1253;46;27;57638;11277
dessus;6;1252;27;18;33804;7512
nuit;4;1246;27;12;33642;4984
religion;8;1241;40;24;49640;9928
saison;6;1241;31;18;38471;7446
utilise;7;1240;33;21;40920;8680
presque;7;1240;34;21;42160;8680
rapport;7;1239;42;21;52038;8673
public;6;1238;25;18;30950;7428
japon;5;1238;27;15;33426;6190
interieur;9;1238;48;27;59424;11142
peuple;6;1237;28;18;34636;7422
regime;6;1237;31;18;38347;7422
maniere;7;1233;33;21;40689;8631
arrive;6;1231;31;18;38161;7386
reine;5;1229;28;15;34412;6145
super;5;1228;29;15;35612;6140
sert;4;1227;23;12;28221;4908
passer;6;1222;27;18;32994;7332
naissance;9;1222;47;27;57434;10998
pris;4;1221;19;12;23199;4884
plein;5;1213;22;15;26686;6065
politiques;10;1211;48;30;58128;12110
droits;6;1207;29;18;35003;7242
eleves;6;1205;30;18;36150;7230
pape;4;1197;19;12;22743;4788
xixe;4;1193;26;12;31018;4772
simple;6;1192;28;18;33376;7152
tant;4;1191;23;12;27393;4764
asie;4;1186;21;12;24906;4744
latin;5;1185;24;15;28440;5925
surface;7;1185;34;21;40290;8295
autriche;8;1184;40;24;47360;9472
education;9;1183;44;27;52052;10647
europeenne;10;1181;52;30;61412;11810
nouveaux;8;1180;45;24;53100;9440
philippe;8;1180;36;24;42480;9440
regne;5;1180;32;15;37760;5900
sens;4;1178;23;12;27094;4712
noir;4;1172;26;12;30472;4688
points;6;1171;32;18;37472;7026
utiliser;8;1170;38;24;44460;9360
celles;6;1168;24;18;28032;7008
service;7;1166;32;21;37312;8162
memes;5;1164;23;15;26772;5820
uni;3;1162;16;9;18592;3486
iles;4;1162;19;12;22078;4648
situation;9;1161;46;27;53406;10449
construction;12;1161;60;36;69660;13932
petites;7;1159;34;21;39406;8113
projet;6;1157;28;18;32396;6942
gros;4;1156;23;12;26588;4624
signifie;8;1151;34;24;39134;9208
photo;5;1150;27;15;31050;5750
henri;5;1147;28;15;32116;5735
vite;4;1146;21;12;24066;4584
action;6;1145;31;18;35495;6870
displaystyle;12;1139;56;36;63784;13668
gauche;6;1135;29;18;32915;6810
blanc;5;1132;24;15;27168;5660
catholique;10;1129;47;30;53063;11290
russe;5;1125;30;15;33750;5625
musee;5;1124;27;15;30348;5620
facon;5;1123;23;15;25829;5615
americain;9;1123;42;27;47166;10107
club;4;1123;20;12;22460;4492
compose;7;1117;33;21;36861;7819
rencontre;9;1112;48;27;53376;10008
production;10;1112;49;30;54488;11120
date;4;1109;17;12;18853;4436
rendre;6;1109;30;18;33270;6654
conditions;10;1109;49;30;54341;11090
decide;6;1109;20;18;22180;6654
retour;6;1108;36;18;39888;6648
choses;6;1106;27;18;29862;6636
vivre;5;1105;27;15;29835;5525
semaine;7;1101;32;21;35232;7707
coupe;5;1099;26;15;28574;5495
objets;6;1098;32;18;35136;6588
fort;4;1096;23;12;25208;4384
construit;9;1093;47;27;51371;9837
cm;2;1092;14;6;15288;2184
allemands;9;1091;41;27;44731;9819
terme;5;1084;23;15;24932;5420
pu;2;1084;11;6;11924;2168
personnage;10;1078;47;30;50666;10780
grec;4;1078;20;12;21560;4312
culture;7;1078;36;21;38808;7546
creation;8;1077;43;24;46311;8616
main;4;1075;19;12;20425;4300
appeles;7;1073;36;21;38628;7511
voit;4;1067;23;12;24541;4268
ancienne;8;1063;36;24;38268;8504
genre;5;1063;25;15;26575;5315
economique;10;1061;48;30;50928;10610
romaine;7;1061;37;21;39257;7427
aucun;5;1060;29;15;30740;5300
forment;7;1060;38;21;40280;7420
permettent;10;1057;49;30;51793;10570
troupes;7;1056;36;21;38016;7392
juste;5;1056;27;15;28512;5280
zone;4;1055;23;12;24265;4220
mise;4;1055;19;12;20045;4220
printemps;9;1051;43;27;45193;9459
vitesse;7;1050;35;21;36750;7350
majorite;8;1047;39;24;40833;8376
vue;3;1047;17;9;17799;3141
desormais;9;1043;41;27;42763;9387
six;3;1042;19;9;19798;3126
elu;3;1041;15;9;15615;3123
national;8;1040;44;24;45760;8320
vraiment;8;1038;40;24;41520;8304
pense;5;1036;23;15;23828;5180
actuellement;12;1035;55;36;56925;12420
difficile;9;1033;34;27;35122;9297
climat;6;1033;28;18;28924;6198
classe;6;1033;28;18;28924;6198
feu;3;1032;18;9;18576;3096
objet;5;1030;27;15;27810;5150
idees;5;1030;27;15;27810;5150
haute;5;1029;28;15;28812;5145
lyon;4;1029;23;12;23667;4116
pourrait;8;1027;40;24;41080;8216
retrouve;8;1026;44;24;45144;8208
coup;4;1025;22;12;22550;4100
recherche;9;1023;39;27;39897;9207
langues;7;1020;31;21;31620;7140
toi;3;1020;17;9;17340;3060
v;1;1020;8;3;8160;1020
assemblee;9;1019;46;27;46874;9171
mots;4;1018;22;12;22396;4072
accord;6;1015;27;18;27405;6090
eviter;6;1015;33;18;33495;6090
aime;4;1013;19;12;19247;4052
oiseaux;7;1011;37;21;37407;7077
image;5;1010;22;15;22220;5050
peux;4;1010;23;12;23230;4040
finalement;10;1007;43;30;43301;10070
devenu;6;1005;28;18;28140;6030
planete;7;1004;31;21;31124;7028
version;7;1004;35;21;35140;7028
maladie;7;1001;28;21;28028;7007
developpement;13;999;58;39;57942;12987
carriere;8;999;37;24;36963;7992
ocean;5;998;25;15;24950;4990
courant;7;997;36;21;35892;6979
lois;4;996;18;12;17928;3984
terres;6;996;30;18;29880;5976
tel;3;995;16;9;15920;2985
livres;6;993;28;18;27804;5958
gaz;3;992;20;9;19840;2976
pratique;8;991;39;24;38649;7928
scientifiques;13;990;62;39;61380;12870
traite;6;986;30;18;29580;5916
travaux;7;985;37;21;36445;6895
sauf;4;982;23;12;22586;3928
loin;4;981;20;12;19620;3924
nature;6;981;36;18;35316;5886
egypte;6;977;31;18;30287;5862
epouse;6;977;32;18;31264;5862
premieres;9;973;38;27;36974;8757
moyenne;7;972;35;21;34020;6804
combat;6;970;26;18;25220;5820
sort;4;962;25;12;24050;3848
paix;4;960;20;12;19200;3840
fer;3;960;17;9;16320;2880
sang;4;958;21;12;20118;3832
aider;5;957;24;15;22968;4785
cinema;6;957;29;18;27753;5742
album;5;957;30;15;28710;4785
maintenant;10;956;49;30;46844;9560
furent;6;955;32;18;30560;5730
militaires;10;955;45;30;42975;9550
poissons;8;954;43;24;41022;7632
connue;6;952;31;18;29512;5712
liberte;7;952;31;21;29512;6664
dix;3;951;15;9;14265;2853
yeux;4;951;25;12;23775;3804
francois;8;950;37;24;35150;7600
considere;9;947;41;27;38827;8523
quoi;4;946;21;12;19866;3784
probleme;8;946;35;24;33110;7568
style;5;946;27;15;25542;4730
sorte;5;946;28;15;26488;4730
etudes;6;945;28;18;26460;5670
deputes;7;945;36;21;34020;6615
victoire;8;944;39;24;36816;7552
groupes;7;943;37;21;34891;6601
ecrire;6;941;28;18;26348;5646
cite;4;941;19;12;17879;3764
organisation;12;940;60;36;56400;11280
proteger;8;940;44;24;41360;7520
cour;4;937;21;12;19677;3748
uvres;5;936;27;15;25272;4680
lequel;6;935;28;18;26180;5610
liste;5;934;22;15;20548;4670
aura;4;933;23;12;21459;3732
scene;5;931;27;15;25137;4655
harry;5;930;31;15;28830;4650
prise;5;930;22;15;20460;4650
personnages;11;930;52;33;48360;10230
tandis;6;926;30;18;27780;5556
plan;4;925;17;12;15725;3700
pourtant;8;925;42;24;38850;7400
f;1;923;6;3;5538;923
direction;9;922;39;27;35958;8298
propre;6;921;29;18;26709;5526
longue;6;919;27;18;24813;5514
independance;12;919;51;36;46869;11028
allemande;9;918;39;27;35802;8262
represente;10;916;58;30;53128;9160
principal;9;916;39;27;35724;8244
chacun;6;916;27;18;24732;5496
joue;4;914;21;12;19194;3656
joueur;6;913;32;18;29216;5478
passe;5;912;22;15;20064;4560
temperature;11;911;54;33;49194;10021
quelque;7;911;33;21;30063;6377
sujet;5;910;29;15;26390;4550
parties;7;910;33;21;30030;6370
centrale;8;910;38;24;34580;7280
ufs;3;908;21;9;19068;2724
prince;6;905;26;18;23530;5430
port;4;904;23;12;20792;3616
utilisateur;11;903;52;33;46956;9933
populaire;9;898;44;27;39512;8082
voix;4;898;24;12;21552;3592
autant;6;897;36;18;32292;5382
etoile;6;897;29;18;26013;5382
elections;9;895;42;27;37590;8055
britannique;11;894;54;33;48276;9834
presence;8;894;39;24;34866;7152
journee;7;892;38;21;33896;6244
