word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
presente ,9,1277,66,18,84282,11493,,
plantes ,8,1275,50,16,63750,10200,,
vote ,5,1270,38,10,48260,6350,,
er ,3,1267,29,6,36743,3801,,
idee ,5,1263,39,10,49257,6315,,
allemand ,9,1257,50,18,62850,11313,,
parler ,7,1255,56,14,70280,8785,,
derniere ,9,1253,74,18,92722,11277,,
nouvelles ,10,1253,66,20,82698,12530,,
dessus ,7,1252,41,14,51332,8764,,
nuit ,5,1246,40,10,49840,6230,,
religion ,9,1241,77,18,95557,11169,,
saison ,7,1241,47,14,58327,8687,,
utilise ,8,1240,58,16,71920,9920,,
presque ,8,1240,64,16,79360,9920,,
rapport ,8,1239,67,16,83013,9912,,
public ,7,1238,49,14,60662,8666,,
japon ,6,1238,41,12,50758,7428,,
interieur ,10,1238,84,20,103992,12380,,
peuple ,7,1237,53,14,65561,8659,,
regime ,7,1237,59,14,72983,8659,,
maniere ,8,1233,60,16,73980,9864,,
arrive ,7,1231,59,14,72629,8617,,
reine ,6,1229,52,12,63908,7374,,
super ,6,1228,48,12,58944,7368,,
sert ,5,1227,38,10,46626,6135,,
passer ,7,1222,48,14,58656,8554,,
naissance ,10,1222,58,20,70876,12220,,
pris ,5,1221,46,10,56166,6105,,
plein ,6,1213,49,12,59437,7278,,
politiques ,11,1211,85,22,102935,13321,,
droits ,7,1207,55,14,66385,8449,,
eleves ,7,1205,46,14,55430,8435,,
pape ,5,1197,38,10,45486,5985,,
xixe ,5,1193,46,10,54878,5965,,
simple ,7,1192,52,14,61984,8344,,
tant ,5,1191,31,10,36921,5955,,
asie ,5,1186,34,10,40324,5930,,
latin ,6,1185,41,12,48585,7110,,
surface ,8,1185,52,16,61620,9480,,
autriche ,9,1184,65,18,76960,10656,,
education ,10,1183,65,20,76895,11830,,
europeenne ,11,1181,84,22,99204,12991,,
nouveaux ,9,1180,63,18,74340,10620,,
philippe ,9,1180,79,18,93220,10620,,
regne ,6,1180,50,12,59000,7080,,
sens ,5,1178,33,10,38874,5890,,
noir ,5,1172,48,10,56256,5860,,
points ,7,1171,55,14,64405,8197,,
utiliser ,9,1170,69,18,80730,10530,,
celles ,7,1168,42,14,49056,8176,,
service ,8,1166,60,16,69960,9328,,
memes ,6,1164,40,12,46560,6984,,
uni ,4,1162,35,8,40670,4648,,
iles ,5,1162,37,10,42994,5810,,
situation ,10,1161,69,20,80109,11610,,
construction ,13,1161,91,26,105651,15093,,
petites ,8,1159,57,16,66063,9272,,
projet ,7,1157,54,14,62478,8099,,
gros ,5,1156,43,10,49708,5780,,
signifie ,9,1151,74,18,85174,10359,,
photo ,6,1150,51,12,58650,6900,,
henri ,6,1147,55,12,63085,6882,,
vite ,5,1146,40,10,45840,5730,,
action ,7,1145,48,14,54960,8015,,
displaystyle ,13,1139,87,26,99093,14807,,
gauche ,7,1135,47,14,53345,7945,,
blanc ,6,1132,33,12,37356,6792,,
catholique ,11,1129,77,22,86933,12419,,
russe ,6,1125,43,12,48375,6750,,
musee ,6,1124,40,12,44960,6744,,
facon ,6,1123,40,12,44920,6738,,
americain ,10,1123,70,20,78610,11230,,
club ,5,1123,30,10,33690,5615,,
compose ,8,1117,57,16,63669,8936,,
rencontre ,10,1112,77,20,85624,11120,,
production ,11,1112,85,22,94520,12232,,
date ,5,1109,30,10,33270,5545,,
rendre ,7,1109,58,14,64322,7763,,
