word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
seule ,6,1543,89,6,137327,9258,,
departement ,12,1543,148,12,228364,18516,,
couleur ,8,1539,122,8,187758,12312,,
ministre ,9,1533,134,9,205422,13797,,
ligne ,6,1530,74,6,113220,9180,,
devant ,7,1516,93,7,140988,10612,,
romain ,7,1513,97,7,146761,10591,,
succes ,7,1507,97,7,146179,10549,,
mieux ,6,1505,99,6,148995,9030,,
militaire ,10,1503,123,10,184869,15030,,
creer ,6,1501,76,6,114076,9006,,
moi ,4,1495,64,4,95680,5980,,
bonne ,6,1488,77,6,114576,8928,,
mis ,4,1487,68,4,101116,5948,,
chine ,6,1487,66,6,98142,8922,,
abord ,6,1486,67,6,99562,8916,,
savoir ,7,1484,111,7,164724,10388,,
mesure ,7,1482,108,7,160056,10374,,
taille ,7,1481,86,7,127366,10367,,
serait ,7,1481,99,7,146619,10367,,
air ,4,1477,55,4,81235,5908,,
situe ,6,1475,101,6,148975,8850,,
ni ,3,1475,50,3,73750,4425,,
nos ,4,1475,75,4,110625,5900,,
bataille ,9,1475,89,9,131275,13275,,
malgre ,7,1474,83,7,122342,10318,,
milieu ,7,1469,96,7,141024,10283,,
met ,4,1457,65,4,94705,5828,,
raison ,7,1455,103,7,149865,10185,,
mal ,4,1455,53,4,77115,5820,,
donner ,7,1447,97,7,140359,10129,,
union ,6,1446,100,6,144600,8676,,
enfant ,7,1441,87,7,125367,10087,,
produit ,8,1440,130,8,187200,11520,,
animal ,7,1440,77,7,110880,10080,,
trouver ,8,1435,146,8,209510,11480,,
sol ,4,1432,73,4,104536,5728,,
theatre ,8,1429,104,8,148616,11432,,
aller ,6,1429,75,6,107175,8574,,
rien ,5,1428,73,5,104244,7140,,
type ,5,1422,93,5,132246,7110,,
maison ,7,1420,98,7,139160,9940,,
livre ,6,1420,93,6,132060,8520,,
ma ,3,1407,41,3,57687,4221,,
energie ,8,1406,90,8,126540,11248,,
vu ,3,1405,70,3,98350,4215,,
soldats ,8,1403,117,8,164151,11224,,
palais ,7,1403,85,7,119255,9821,,
napoleon ,9,1401,119,9,166719,12609,,
frere ,6,1398,79,6,110442,8388,,
commune ,8,1391,111,8,154401,11128,,
importante ,11,1389,158,11,219462,15279,,
espace ,7,1386,76,7,105336,9702,,
celebre ,8,1382,77,8,106414,11056,,
loi ,4,1381,63,4,87003,5524,,
chateau ,8,1380,86,8,118680,11040,,
as ,3,1378,47,3,64766,4134,,
base ,5,1373,54,5,74142,6865,,
meurt ,6,1373,104,6,142792,8238,,
parle ,6,1367,79,6,107993,8202,,
gens ,5,1366,72,5,98352,6830,,
art ,4,1365,66,4,90090,5460,,
plut ,5,1362,96,5,130752,6810,,
marie ,6,1352,73,6,98696,8112,,
films ,6,1348,86,6,115928,8088,,
argent ,7,1343,92,7,123556,9401,,
droite ,7,1342,98,7,131516,9394,,
mes ,4,1342,64,4,85888,5368,,
ados ,5,1341,66,5,88506,6705,,
ici ,4,1341,48,4,64368,5364,,
devenir ,8,1339,104,8,139256,10712,,
chose ,6,1332,77,6,102564,7992,,
besoin ,7,1330,91,7,121030,9310,,
appelee ,8,1327,87,8,115449,10616,,
principalement ,15,1325,182,15,241150,19875,,
romains ,8,1322,116,8,153352,10576,,
longtemps ,10,1318,148,10,195064,13180,,
seront ,7,1318,118,7,155524,9226,,
coree ,6,1315,73,6,95995,7890,,
scientifique ,13,1315,164,13,215660,17095,,
espece ,7,1314,80,7,105120,9198,,
heures ,7,1313,103,7,135239,9191,,
laquelle ,9,1310,112,9,146720,11790,,
troisieme ,10,1310,140,10,183400,13100,,
uvre ,5,1310,93,5,121830,6550,,
rapidement ,11,1307,132,11,172524,14377,,
enfin ,6,1303,75,6,97725,7818,,
force ,6,1302,74,6,96348,7812,,
conseil ,8,1301,104,8,135304,10408,,
proche ,7,1300,92,7,119600,9100,,
duc ,4,1299,55,4,71445,5196,,
nomme ,6,1297,87,6,112839,7782,,
produits ,9,1296,149,9,193104,11664,,
vivent ,7,1294,119,7,153986,9058,,
societe ,8,1293,103,8,133179,10344,,
ton ,4,1287,76,4,97812,5148,,
texte ,6,1286,101,6,129886,7716,,
nationale ,10,1279,118,10,150922,12790,,
presente ,9,1277,129,9,164733,11493,,
plantes ,8,1275,114,8,145350,10200,,
vote ,5,1270,89,5,113030,6350,,
er ,3,1267,50,3,63350,3801,,
idee ,5,1263,50,5,63150,6315,,
allemand ,9,1257,89,9,111873,11313,,
parler ,7,1255,97,7,121735,8785,,
derniere ,9,1253,105,9,131565,11277,,
nouvelles ,10,1253,152,10,190456,12530,,
dessus ,7,1252,114,7,142728,8764,,
nuit ,5,1246,91,5,113386,6230,,
