word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
actuellement,12,1035,34,12,35190,12420,,
difficile,9,1033,18,9,18594,9297,,
climat,6,1033,26,6,26858,6198,,
classe,6,1033,23,6,23759,6198,,
feu,3,1032,22,3,22704,3096,,
objet,5,1030,29,5,29870,5150,,
idees,5,1030,41,5,42230,5150,,
haute,5,1029,30,5,30870,5145,,
lyon,4,1029,17,4,17493,4116,,
pourrait,8,1027,13,8,13351,8216,,
retrouve,8,1026,33,8,33858,8208,,
coup,4,1025,14,4,14350,4100,,
recherche,9,1023,34,9,34782,9207,,
langues,7,1020,14,7,14280,7140,,
toi,3,1020,22,3,22440,3060,,
v,1,1020,21,1,21420,1020,,
assemblee,9,1019,48,9,48912,9171,,
mots,4,1018,24,4,24432,4072,,
accord,6,1015,25,6,25375,6090,,
eviter,6,1015,39,6,39585,6090,,
aime,4,1013,23,4,23299,4052,,
oiseaux,7,1011,27,7,27297,7077,,
image,5,1010,30,5,30300,5050,,
peux,4,1010,15,4,15150,4040,,
finalement,10,1007,21,10,21147,10070,,
devenu,6,1005,14,6,14070,6030,,
planete,7,1004,21,7,21084,7028,,
version,7,1004,29,7,29116,7028,,
maladie,7,1001,25,7,25025,7007,,
developpement,13,999,33,13,32967,12987,,
carriere,8,999,27,8,26973,7992,,
ocean,5,998,33,5,32934,4990,,
courant,7,997,20,7,19940,6979,,
lois,4,996,12,4,11952,3984,,
terres,6,996,25,6,24900,5976,,
tel,3,995,22,3,21890,2985,,
livres,6,993,21,6,20853,5958,,
gaz,3,992,27,3,26784,2976,,
pratique,8,991,15,8,14865,7928,,
